@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-E(A-MEAN)/SD-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
-0.009972,-0.558813,-0.349275,-0.608766,-0.005469,normal
-0.010092,0.451014,0.098779,0.370672,-0.039309,dos
-0.010081,-0.636492,-0.349275,-0.608766,-0.039309,dos
-0.009987,-0.558813,-0.349275,-0.608766,-0.029616,normal
-0.009954,-0.79185,-0.349275,-0.608766,-0.039309,r2l
-0.010092,-0.79185,-0.069241,0.370672,-0.039309,dos
-0.009967,-0.558813,-0.349275,-0.608766,-0.033703,normal
-0.010092,-0.636492,0.210792,1.350109,-0.039309,dos
-0.010081,-0.636492,-0.349275,-0.608766,-0.039309,dos
-0.010001,-0.558813,-0.349275,-0.608766,-0.023571,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.038532,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.037812,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,0.528693,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.01506,0.098779,0.370672,-0.039309,dos
-0.010074,0.062619,-0.349275,-0.608766,-0.038825,normal
-0.009826,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010092,-0.636492,-0.013235,1.350109,-0.039309,dos
-0.010092,-0.636492,5.251397,1.350109,-0.039309,probe
-0.009964,-0.558813,-0.349275,-0.608766,-0.007856,normal
-0.010092,-0.636492,0.098779,1.350109,-0.039309,dos
-0.009804,0.373335,-0.349275,-0.608766,-0.03556,normal
-0.010092,0.606372,-0.349275,2.329547,-0.039309,probe
-0.010092,-0.558813,0.098779,0.370672,-0.039309,dos
-0.010092,0.606372,-0.013235,1.350109,-0.039309,dos
-0.010092,0.140298,-0.013235,0.370672,-0.039309,dos
-0.010001,-0.558813,-0.349275,-0.608766,-0.00691,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010017,0.684051,3.403175,-0.608766,-0.039309,normal
-0.010075,0.062619,-0.349275,-0.608766,-0.038836,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010087,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010092,0.76173,-0.013235,0.370672,-0.039309,dos
-0.010005,-0.558813,-0.349275,-0.608766,-0.007901,normal
-0.009959,-0.558813,-0.349275,-0.608766,0.024667,normal
-0.010092,-0.636492,-0.013235,1.350109,-0.039309,dos
-0.009956,-0.558813,-0.349275,-0.608766,0.005518,normal
-0.010092,0.217977,0.042772,1.350109,-0.039309,dos
-0.010092,0.839409,-0.069241,0.370672,-0.039309,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.00996,-0.558813,-0.349275,-0.608766,-0.035042,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,dos
-0.009999,-0.558813,-0.349275,-0.608766,0.003041,normal
-0.010092,0.917088,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.069241,1.350109,-0.039309,dos
-0.010032,-0.714171,3.403175,-0.608766,-0.038127,normal
-0.00999,-0.558813,-0.349275,-0.608766,-0.023369,normal
-0.009946,-0.558813,-0.349275,-0.608766,-0.022614,normal
-0.010074,0.062619,-0.237262,-0.608766,-0.038814,normal
-0.010092,-0.636492,-0.069241,1.350109,-0.039309,dos
-0.010092,0.451014,-0.013235,0.370672,-0.039309,dos
-0.008821,0.373335,-0.349275,-0.608766,-0.035583,normal
-0.01005,-0.714171,-0.349275,-0.608766,-0.038161,normal
-0.009985,-0.558813,-0.349275,-0.608766,-0.030866,normal
-0.010031,-0.714171,-0.349275,-0.608766,-0.038127,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,dos
-0.010092,-0.558813,-0.349275,-0.608766,-0.035324,normal
-0.009964,-0.558813,-0.349275,-0.608766,-0.035864,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.009977,-0.558813,-0.349275,-0.608766,0.042048,normal
-0.010081,-0.636492,-0.349275,-0.608766,-0.039309,dos
-0.009962,-0.558813,-0.349275,-0.608766,-0.030742,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.025665,normal
-0.009991,-0.558813,-0.349275,-0.608766,0.063865,normal
-0.009956,-0.558813,-0.349275,-0.608766,-0.014059,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.009988,-0.558813,-0.349275,-0.608766,-0.035921,normal
-0.009226,0.373335,5.251397,-0.608766,-0.035538,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.009994,-0.558813,-0.349275,-0.608766,-0.033556,normal
-0.009958,-0.558813,-0.349275,-0.608766,-0.034457,normal
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,probe
-0.010092,0.295656,-0.069241,1.350109,-0.039309,dos
-0.010049,-0.636492,2.451061,-0.608766,-0.037677,normal
-0.010002,-0.558813,-0.349275,-0.608766,-0.028344,normal
-0.009958,-0.558813,-0.349275,-0.608766,-0.009488,normal
-0.010092,0.217977,0.042772,1.350109,-0.039309,dos
-0.010092,0.994767,0.042772,1.350109,-0.039309,dos
-0.010092,0.451014,0.042772,0.370672,-0.039309,dos
-0.009956,-0.558813,-0.349275,-0.608766,-0.036213,normal
-0.010092,0.994767,-0.069241,0.370672,-0.039309,dos
-0.010089,-0.01506,-0.349275,-0.608766,-0.037755,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.038791,normal
-0.009645,0.373335,-0.349275,-0.608766,-0.035549,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.037744,normal
-0.009979,0.917088,-0.349275,-0.608766,-0.029144,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010092,1.072446,-0.013235,1.350109,-0.039309,dos
-0.009994,-0.558813,-0.349275,-0.608766,-0.037755,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.024033,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010092,0.140298,-0.013235,0.370672,-0.039309,dos
-0.010031,-0.714171,3.403175,-0.608766,-0.039309,normal
-0.009984,-0.558813,-0.349275,-0.608766,-0.027928,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.009984,-0.558813,-0.349275,-0.608766,0.055388,normal
-0.010092,0.994767,0.098779,1.350109,-0.039309,dos
-0.010092,0.606372,0.042772,1.350109,-0.039309,dos
-0.00997,-0.558813,-0.349275,-0.608766,-0.019958,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.028266,normal
-0.009975,-0.558813,-0.349275,-0.608766,0.077227,normal
-0.010092,1.227804,-0.349275,3.308985,-0.039309,probe
-0.009964,-0.558813,-0.349275,-0.608766,0.14189,normal
-0.009954,-0.79185,-0.349275,-0.608766,-0.039309,r2l
-0.010092,-0.092739,1.386933,0.370672,-0.039309,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010004,-0.558813,-0.349275,-0.608766,-0.036123,normal
-0.010092,1.305483,-0.069241,0.370672,-0.039309,dos
-0.010092,1.383162,-0.069241,0.370672,-0.039309,dos
-0.010092,1.460841,-0.013235,0.370672,-0.039309,dos
-0.010073,0.062619,-0.293268,-0.608766,-0.038431,normal
-0.009782,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010092,1.53852,-0.013235,0.370672,-0.039309,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,1.616199,0.042772,0.370672,-0.039309,dos
-0.009956,-0.558813,-0.349275,-0.608766,0.055669,normal
-0.010089,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.037868,normal
-0.00936,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010092,-0.481134,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.714171,-0.349275,2.329547,-0.039309,probe
-0.010089,-0.01506,-0.349275,-0.608766,-0.037789,normal
-0.009982,-0.558813,-0.349275,-0.608766,-0.033354,normal
-0.009991,-0.79185,3.403175,-0.608766,-0.039309,normal
-0.00997,-0.558813,-0.349275,-0.608766,-0.034074,normal
-0.010092,1.227804,0.266799,0.370672,-0.039309,dos
-0.009998,-0.558813,-0.349275,-0.608766,0.037624,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,dos
-0.010092,1.693878,-0.013235,1.350109,-0.039309,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010092,1.616199,-0.069241,0.370672,-0.039309,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.010092,-0.714171,4.971364,1.350109,-0.039309,probe
-0.010092,-0.714171,0.154785,-0.608766,-0.039309,probe
-0.010092,1.771557,-0.013235,0.370672,-0.039309,dos
-0.01008,1.150125,-0.349275,-0.608766,-0.039309,normal
-0.00923,0.373335,-0.349275,-0.608766,-0.03556,normal
-0.010084,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.009818,0.373335,-0.349275,-0.608766,-0.035605,normal
-0.010081,-0.636492,-0.013235,-0.608766,-0.039309,dos
-0.010092,-0.79185,0.434819,0.370672,-0.039309,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.009646,0.373335,-0.349275,-0.608766,-0.035211,normal
-0.01,-0.558813,-0.349275,-0.608766,-0.031924,normal
-0.009947,0.917088,-0.349275,-0.608766,-0.025969,r2l
-0.009996,-0.558813,-0.349275,-0.608766,-0.011503,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010092,1.849236,-0.013235,0.370672,-0.039309,dos
-0.010009,-0.558813,-0.349275,-0.608766,-0.017492,normal
-0.00998,-0.558813,-0.349275,-0.608766,0.014512,normal
-0.004113,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.009998,-0.558813,-0.349275,-0.608766,0.090871,normal
-0.010092,-0.636492,2.563075,1.350109,-0.039309,probe
-0.009999,-0.558813,-0.349275,-0.608766,-0.011785,normal
-0.010019,-0.558813,-0.349275,-0.608766,-0.034513,normal
-0.010092,1.926915,-0.013235,0.370672,-0.039309,dos
-0.009998,-0.558813,-0.349275,-0.608766,-0.030731,normal
-0.009738,0.373335,-0.349275,-0.608766,-0.032836,normal
-0.009701,0.373335,-0.349275,-0.608766,-0.035594,normal
-0.009697,0.373335,5.251397,-0.608766,-0.035639,normal
-0.010092,0.217977,-0.013235,0.370672,-0.039309,dos
-0.010023,-0.558813,-0.349275,-0.608766,0.350871,normal
-0.009965,-0.558813,-0.349275,-0.608766,-0.008937,normal
-0.010092,-0.325776,-0.069241,0.370672,-0.039309,dos
-0.010092,-0.636492,5.251397,1.350109,-0.039309,probe
-0.009478,1.150125,-0.349275,-0.608766,-0.039309,dos
-0.010092,1.771557,-0.069241,0.370672,-0.039309,dos
-0.009962,-0.558813,-0.349275,-0.608766,0.05693,normal
-0.010092,2.004594,-0.069241,0.370672,-0.039309,dos
-0.010092,2.082273,-0.013235,0.370672,-0.039309,dos
-0.009974,-0.558813,-0.349275,-0.608766,0.028325,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.023425,normal
-0.009986,-0.558813,-0.349275,-0.608766,0.106857,normal
-0.008541,0.373335,-0.349275,-0.608766,-0.034254,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.034254,normal
-0.010092,2.159952,0.042772,0.370672,-0.039309,dos
-0.009747,-0.79185,-0.349275,-0.608766,-0.039309,r2l
-0.010092,-0.01506,-0.013235,0.370672,-0.039309,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010009,-0.558813,-0.349275,-0.608766,-0.037407,normal
-0.009974,-0.558813,-0.349275,-0.608766,-0.035887,normal
-0.010092,2.237631,-0.069241,0.370672,-0.039309,dos
-0.007014,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.01001,-0.558813,-0.349275,-0.608766,0.105731,normal
-0.009134,0.373335,-0.349275,-0.608766,-0.035617,normal
-0.009955,-0.558813,-0.349275,-0.608766,-0.028558,normal
-0.010065,0.684051,0.882873,-0.608766,-0.039309,normal
-0.010081,-0.636492,-0.349275,-0.608766,-0.039309,dos
-0.010074,0.062619,-0.349275,-0.608766,-0.038442,normal
-0.010092,0.917088,-0.013235,4.288422,-0.039309,dos
-0.010092,0.76173,0.042772,0.370672,-0.039309,dos
-0.010092,2.237631,0.042772,0.370672,-0.039309,dos
-0.010089,-0.01506,-0.349275,-0.608766,-0.03771,normal
-0.009975,-0.558813,-0.349275,-0.608766,-0.029042,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.01917,normal
-0.010085,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,1.305483,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.092739,0.378812,0.370672,-0.039309,dos
-0.010092,-0.79185,-0.013235,0.370672,-0.039309,dos
-0.009967,-0.558813,-0.349275,-0.608766,-0.023774,normal
-0.010092,-0.636492,0.154785,0.370672,-0.039309,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.009945,-0.558813,-0.349275,-0.608766,-0.029515,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010048,-0.092739,-0.349275,-0.608766,-0.022783,normal
-0.009974,-0.558813,-0.349275,-0.608766,-0.02329,normal
-0.010092,-0.714171,-0.349275,2.329547,-0.039309,probe
-0.010092,2.31531,-0.349275,3.308985,-0.039309,probe
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,dos
-0.010023,-0.558813,-0.349275,-0.608766,0.06821,normal
-0.009994,-0.558813,-0.349275,-0.608766,-0.029583,normal
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,probe
-0.009972,-0.558813,-0.349275,-0.608766,0.077419,normal
-0.010092,1.305483,-0.069241,0.370672,-0.039309,dos
-0.009782,0.373335,-0.349275,-0.608766,-0.035594,normal
-0.01001,-0.558813,-0.349275,-0.608766,0.038637,normal
-0.010092,-0.170418,-0.013235,1.350109,-0.039309,dos
-0.010023,-0.558813,-0.349275,-0.608766,-0.031328,normal
-0.009992,-0.558813,-0.349275,-0.608766,-0.029729,normal
-0.009953,-0.558813,-0.349275,-0.608766,-0.001484,normal
-0.00979,0.373335,-0.349275,-0.608766,-0.035617,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,0.451014,-0.013235,0.370672,-0.039309,dos
-0.01,-0.558813,-0.349275,-0.608766,-0.022614,normal
-0.010092,0.76173,-0.013235,1.350109,-0.039309,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.037801,normal
-0.00999,-0.558813,-0.349275,-0.608766,-0.0087,normal
-0.01,-0.558813,-0.349275,-0.608766,-0.03063,normal
-0.010092,1.305483,-0.069241,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.009977,-0.092739,-0.349275,-0.608766,0.068739,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.03198,normal
-0.009968,-0.558813,-0.349275,-0.608766,-0.034277,normal
-0.010092,-0.558813,1.27492,0.370672,-0.039309,dos
-0.010087,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.009976,-0.558813,-0.349275,-0.608766,-0.017346,normal
-0.010092,0.994767,-0.069241,0.370672,-0.039309,dos
-0.010075,0.062619,-0.349275,-0.608766,-0.038836,normal
-0.010092,0.917088,-0.013235,0.370672,-0.039309,dos
-0.010092,2.392989,0.042772,0.370672,-0.039309,dos
-0.009983,-0.558813,-0.349275,-0.608766,-0.034209,normal
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,probe
-0.010092,0.917088,-0.349275,4.288422,-0.039309,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010092,2.31531,0.042772,0.370672,-0.039309,dos
-0.009975,-0.558813,-0.349275,-0.608766,-0.017019,normal
-0.010026,-0.558813,-0.349275,-0.608766,0.022944,normal
-0.010005,-0.558813,-0.349275,-0.608766,-0.035695,normal
-0.010009,-0.558813,-0.349275,-0.608766,-0.02016,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010031,-0.714171,3.403175,-0.608766,-0.039309,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,dos
-0.009857,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010092,2.470668,0.042772,1.350109,-0.039309,dos
-0.010092,-0.092739,0.154785,0.370672,-0.039309,dos
2.118418,-0.79185,-0.349275,-0.608766,-0.039309,r2l
-0.00996,-0.558813,-0.349275,-0.608766,-0.034581,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,0.373335,-0.349275,0.370672,-0.039309,normal
-0.010008,-0.558813,-0.349275,-0.608766,-0.025474,normal
-0.010092,2.392989,-0.349275,2.329547,-0.039309,probe
-0.005783,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010092,0.528693,-0.013235,0.370672,-0.039309,dos
-0.00995,-0.558813,-0.349275,-0.608766,-0.032859,normal
-0.010092,2.548347,-0.013235,4.288422,-0.039309,dos
-0.010092,0.606372,-0.069241,0.370672,-0.039309,dos
-0.009992,-0.558813,-0.349275,-0.608766,-0.030067,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,-0.636492,5.251397,1.350109,-0.039309,probe
-0.010049,-0.636492,3.403175,-0.608766,-0.037665,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,dos
-0.009644,0.373335,-0.349275,-0.608766,-0.035628,normal
-0.010092,-0.092739,-0.069241,0.370672,-0.039309,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010092,0.295656,-0.013235,0.370672,-0.039309,dos
-0.00982,0.373335,5.251397,-0.608766,-0.035639,normal
-0.010092,1.460841,-0.013235,0.370672,-0.039309,dos
-0.009975,-0.558813,-0.349275,-0.608766,-0.030697,normal
-0.009984,-0.558813,-0.349275,-0.608766,0.134674,normal
-0.009961,-0.558813,-0.349275,-0.608766,-0.035763,normal
-0.010079,0.062619,-0.349275,-0.608766,-0.039309,normal
-0.010092,-0.636492,5.251397,1.350109,-0.039309,probe
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,probe
-0.010074,0.062619,-0.349275,-0.608766,-0.038521,normal
-0.010003,-0.558813,-0.349275,-0.608766,-0.032735,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.009955,-0.558813,-0.349275,-0.608766,-0.007293,normal
-0.009687,0.373335,-0.349275,-0.608766,-0.035549,normal
-0.00997,-0.558813,-0.349275,-0.608766,0.02452,normal
-0.010092,-0.092739,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.013235,1.350109,-0.039309,dos
-0.010004,-0.558813,-0.349275,-0.608766,0.073107,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010072,2.626026,-0.349275,-0.608766,-0.038769,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.024663,normal
-0.010092,0.994767,0.042772,0.370672,-0.039309,dos
-0.01006,0.684051,0.210792,-0.608766,-0.039309,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.010092,2.703705,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.349275,1.350109,-0.039309,probe
-0.010092,-0.636492,5.251397,1.350109,-0.039309,probe
-0.00997,-0.558813,-0.349275,-0.608766,-0.001856,normal
-0.010092,0.140298,-0.069241,0.370672,-0.039309,dos
-0.010001,-0.558813,-0.349275,-0.608766,-0.025249,normal
-0.010092,-0.714171,5.251397,1.350109,-0.039309,probe
-0.010011,-0.558813,-0.349275,-0.608766,-0.002362,normal
-0.010092,-0.558813,-0.013235,0.370672,-0.039309,dos
-0.009957,-0.558813,-0.349275,-0.608766,0.011147,normal
-0.010092,0.217977,0.042772,1.350109,-0.039309,dos
-0.00996,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.009641,0.373335,-0.349275,-0.608766,-0.035909,normal
-0.010005,-0.558813,-0.349275,-0.608766,0.002951,normal
-0.010092,2.31531,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.009995,-0.558813,-0.349275,-0.608766,0.03141,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
0.012531,-0.558813,-0.349275,-0.608766,0.054285,dos
-0.009994,-0.558813,-0.349275,-0.608766,-0.022862,normal
-0.010092,-0.79185,0.210792,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010009,-0.558813,-0.349275,-0.608766,-0.028558,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.031913,normal
-0.009975,-0.558813,-0.349275,-0.608766,0.027346,normal
-0.010092,2.781384,0.042772,0.370672,-0.039309,dos
-0.009958,-0.558813,-0.349275,-0.608766,-0.034513,normal
-0.010092,2.859063,0.042772,0.370672,-0.039309,dos
-0.01008,-0.248097,-0.349275,-0.608766,-0.039309,normal
-0.009953,-0.558813,-0.349275,-0.608766,0.049647,normal
-0.010077,0.062619,-0.349275,-0.608766,-0.039309,normal
-0.010092,-0.636492,0.098779,0.370672,-0.039309,dos
-0.010074,0.062619,-0.349275,-0.608766,-0.038825,normal
-0.010092,2.859063,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.010092,-0.636492,0.434819,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010003,-0.558813,-0.349275,-0.608766,-0.01729,normal
-0.010092,0.528693,-0.069241,0.370672,-0.039309,dos
-0.010074,0.062619,-0.349275,-0.608766,-0.038431,normal
-0.009948,-0.558813,-0.349275,-0.608766,0.052022,normal
-0.009856,0.373335,-0.349275,-0.608766,-0.036157,normal
-0.010001,-0.558813,-0.349275,-0.608766,0.158145,normal
-0.010032,-0.714171,5.251397,-0.608766,-0.039309,normal
-0.010092,0.917088,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,dos
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,probe
-0.010092,-0.636492,0.266799,0.370672,-0.039309,dos
-0.010085,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.010092,2.392989,-0.349275,-0.608766,-0.039264,normal
-0.009996,-0.558813,-0.349275,-0.608766,-0.032768,normal
-0.010092,-0.01506,-0.069241,0.370672,-0.039309,dos
-0.009978,-0.79185,-0.349275,-0.608766,-0.039309,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.037744,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,probe
-0.009334,-0.092739,-0.349275,-0.608766,1.634909,normal
-0.010009,-0.558813,-0.349275,-0.608766,-0.030708,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.038791,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,dos
-0.010092,-0.092739,-0.349275,0.370672,-0.039309,dos
-0.010003,-0.558813,-0.349275,-0.608766,0.020175,normal
-0.010092,2.548347,-0.013235,4.288422,-0.039309,dos
-0.009995,-0.558813,-0.349275,-0.608766,-0.028085,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.020813,normal
-0.010092,2.159952,-0.013235,0.370672,-0.039309,dos
-0.010049,-0.636492,1.27492,-0.608766,-0.037665,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,normal
-0.010092,0.295656,-0.013235,0.370672,-0.039309,dos
