@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-E(A-MEAN)/SD-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,27,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute same_srv_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
-0.009954,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,r2l
-0.010092,-0.092739,1.386933,0.370672,-0.039309,-0.797382,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.479762,dos
-0.010004,-0.558813,-0.349275,-0.608766,-0.036123,0.772093,normal
-0.010092,1.305483,-0.069241,0.370672,-0.039309,-1.411524,dos
-0.010092,1.383162,-0.069241,0.370672,-0.039309,-1.366032,dos
-0.010092,1.460841,-0.013235,0.370672,-0.039309,-1.275048,dos
-0.010073,0.062619,-0.293268,-0.608766,-0.038431,0.772093,normal
-0.009782,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.010092,1.53852,-0.013235,0.370672,-0.039309,-1.070334,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010092,1.616199,0.042772,0.370672,-0.039309,-1.479762,dos
-0.009956,-0.558813,-0.349275,-0.608766,0.055669,0.772093,normal
-0.010089,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.037868,0.772093,normal
-0.00936,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.010092,-0.481134,-0.013235,0.370672,-0.039309,-1.457016,dos
-0.010092,-0.714171,-0.349275,2.329547,-0.039309,0.772093,probe
-0.010089,-0.01506,-0.349275,-0.608766,-0.037789,0.772093,normal
-0.009982,-0.558813,-0.349275,-0.608766,-0.033354,0.772093,normal
-0.009991,-0.79185,3.403175,-0.608766,-0.039309,0.021475,normal
-0.00997,-0.558813,-0.349275,-0.608766,-0.034074,0.772093,normal
-0.010092,1.227804,0.266799,0.370672,-0.039309,-0.888366,dos
-0.009998,-0.558813,-0.349275,-0.608766,0.037624,0.772093,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,0.772093,dos
-0.010092,1.693878,-0.013235,1.350109,-0.039309,-1.366032,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.138572,dos
-0.010092,1.616199,-0.069241,0.370672,-0.039309,-1.479762,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,normal
-0.010092,-0.714171,4.971364,1.350109,-0.039309,-1.502509,probe
-0.010092,-0.714171,0.154785,-0.608766,-0.039309,-0.888366,probe
-0.010092,1.771557,-0.013235,0.370672,-0.039309,-1.43427,dos
-0.01008,1.150125,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.00923,0.373335,-0.349275,-0.608766,-0.03556,0.772093,normal
-0.010084,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.009818,0.373335,-0.349275,-0.608766,-0.035605,0.772093,normal
-0.010081,-0.636492,-0.013235,-0.608766,-0.039309,0.703855,dos
-0.010092,-0.79185,0.434819,0.370672,-0.039309,-1.343286,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.115826,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.388778,dos
-0.009646,0.373335,-0.349275,-0.608766,-0.035211,0.772093,normal
-0.01,-0.558813,-0.349275,-0.608766,-0.031924,0.772093,normal
-0.009947,0.917088,-0.349275,-0.608766,-0.025969,0.772093,r2l
-0.009996,-0.558813,-0.349275,-0.608766,-0.011503,0.772093,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.411524,dos
-0.010092,1.849236,-0.013235,0.370672,-0.039309,-1.32054,dos
-0.010009,-0.558813,-0.349275,-0.608766,-0.017492,0.772093,normal
-0.00998,-0.558813,-0.349275,-0.608766,0.014512,0.772093,normal
-0.004113,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.009998,-0.558813,-0.349275,-0.608766,0.090871,0.772093,normal
-0.010092,-0.636492,2.563075,1.350109,-0.039309,-1.502509,probe
-0.009999,-0.558813,-0.349275,-0.608766,-0.011785,0.772093,normal
-0.010019,-0.558813,-0.349275,-0.608766,-0.034513,0.772093,normal
-0.010092,1.926915,-0.013235,0.370672,-0.039309,-1.275048,dos
-0.009998,-0.558813,-0.349275,-0.608766,-0.030731,0.772093,normal
-0.009738,0.373335,-0.349275,-0.608766,-0.032836,0.772093,normal
-0.009701,0.373335,-0.349275,-0.608766,-0.035594,0.772093,normal
-0.009697,0.373335,5.251397,-0.608766,-0.035639,-0.365208,normal
-0.010092,0.217977,-0.013235,0.370672,-0.039309,-1.297794,dos
-0.010023,-0.558813,-0.349275,-0.608766,0.350871,0.772093,normal
-0.009965,-0.558813,-0.349275,-0.608766,-0.008937,0.772093,normal
-0.010092,-0.325776,-0.069241,0.370672,-0.039309,-1.161318,dos
-0.010092,-0.636492,5.251397,1.350109,-0.039309,-1.479762,probe
-0.009478,1.150125,-0.349275,-0.608766,-0.039309,0.772093,dos
-0.010092,1.771557,-0.069241,0.370672,-0.039309,-1.366032,dos
-0.009962,-0.558813,-0.349275,-0.608766,0.05693,0.772093,normal
-0.010092,2.004594,-0.069241,0.370672,-0.039309,-1.32054,dos
-0.010092,2.082273,-0.013235,0.370672,-0.039309,-1.297794,dos
-0.009974,-0.558813,-0.349275,-0.608766,0.028325,0.772093,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.023425,0.772093,normal
-0.009986,-0.558813,-0.349275,-0.608766,0.106857,0.772093,normal
-0.008541,0.373335,-0.349275,-0.608766,-0.034254,0.772093,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.034254,0.772093,normal
-0.010092,2.159952,0.042772,0.370672,-0.039309,-1.43427,dos
-0.009747,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,r2l
-0.010092,-0.01506,-0.013235,0.370672,-0.039309,-1.32054,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010009,-0.558813,-0.349275,-0.608766,-0.037407,0.772093,normal
-0.009974,-0.558813,-0.349275,-0.608766,-0.035887,0.772093,normal
-0.010092,2.237631,-0.069241,0.370672,-0.039309,-1.070334,dos
-0.007014,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.01001,-0.558813,-0.349275,-0.608766,0.105731,0.772093,normal
-0.009134,0.373335,-0.349275,-0.608766,-0.035617,0.772093,normal
-0.009955,-0.558813,-0.349275,-0.608766,-0.028558,0.772093,normal
-0.010065,0.684051,0.882873,-0.608766,-0.039309,-1.002096,normal
-0.010081,-0.636492,-0.349275,-0.608766,-0.039309,0.772093,dos
-0.010074,0.062619,-0.349275,-0.608766,-0.038442,0.772093,normal
-0.010092,0.917088,-0.013235,4.288422,-0.039309,-1.479762,dos
-0.010092,0.76173,0.042772,0.370672,-0.039309,-1.43427,dos
-0.010092,2.237631,0.042772,0.370672,-0.039309,-1.457016,dos
-0.010089,-0.01506,-0.349275,-0.608766,-0.03771,0.772093,normal
-0.009975,-0.558813,-0.349275,-0.608766,-0.029042,0.772093,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.01917,0.772093,normal
-0.010085,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010092,1.305483,-0.013235,0.370672,-0.039309,-1.479762,dos
-0.010092,-0.092739,0.378812,0.370672,-0.039309,-1.343286,dos
-0.010092,-0.79185,-0.013235,0.370672,-0.039309,-1.43427,dos
-0.009967,-0.558813,-0.349275,-0.608766,-0.023774,0.772093,normal
-0.010092,-0.636492,0.154785,0.370672,-0.039309,-1.366032,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.343286,dos
-0.009945,-0.558813,-0.349275,-0.608766,-0.029515,0.772093,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010048,-0.092739,-0.349275,-0.608766,-0.022783,0.772093,normal
-0.009974,-0.558813,-0.349275,-0.608766,-0.02329,0.772093,normal
-0.010092,-0.714171,-0.349275,2.329547,-0.039309,0.772093,probe
-0.010092,2.31531,-0.349275,3.308985,-0.039309,0.772093,probe
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,0.772093,dos
-0.010023,-0.558813,-0.349275,-0.608766,0.06821,0.772093,normal
-0.009994,-0.558813,-0.349275,-0.608766,-0.029583,0.772093,normal
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,0.772093,probe
-0.009972,-0.558813,-0.349275,-0.608766,0.077419,0.772093,normal
-0.010092,1.305483,-0.069241,0.370672,-0.039309,-1.275048,dos
-0.009782,0.373335,-0.349275,-0.608766,-0.035594,0.772093,normal
-0.01001,-0.558813,-0.349275,-0.608766,0.038637,0.772093,normal
-0.010092,-0.170418,-0.013235,1.350109,-0.039309,-1.411524,dos
-0.010023,-0.558813,-0.349275,-0.608766,-0.031328,0.772093,normal
-0.009992,-0.558813,-0.349275,-0.608766,-0.029729,0.772093,normal
-0.009953,-0.558813,-0.349275,-0.608766,-0.001484,0.772093,normal
-0.00979,0.373335,-0.349275,-0.608766,-0.035617,0.772093,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010092,0.451014,-0.013235,0.370672,-0.039309,-1.502509,dos
-0.01,-0.558813,-0.349275,-0.608766,-0.022614,0.772093,normal
-0.010092,0.76173,-0.013235,1.350109,-0.039309,-1.388778,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.037801,0.772093,normal
-0.00999,-0.558813,-0.349275,-0.608766,-0.0087,0.772093,normal
-0.01,-0.558813,-0.349275,-0.608766,-0.03063,0.772093,normal
-0.010092,1.305483,-0.069241,0.370672,-0.039309,-1.411524,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.388778,dos
-0.009977,-0.092739,-0.349275,-0.608766,0.068739,0.772093,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.03198,0.772093,normal
-0.009968,-0.558813,-0.349275,-0.608766,-0.034277,0.772093,normal
-0.010092,-0.558813,1.27492,0.370672,-0.039309,-0.52443,dos
-0.010087,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.009976,-0.558813,-0.349275,-0.608766,-0.017346,0.772093,normal
-0.010092,0.994767,-0.069241,0.370672,-0.039309,-1.09308,dos
-0.010075,0.062619,-0.349275,-0.608766,-0.038836,0.772093,normal
-0.010092,0.917088,-0.013235,0.370672,-0.039309,-1.457016,dos
-0.010092,2.392989,0.042772,0.370672,-0.039309,-1.388778,dos
-0.009983,-0.558813,-0.349275,-0.608766,-0.034209,0.772093,normal
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,0.772093,probe
-0.010092,0.917088,-0.349275,4.288422,-0.039309,0.772093,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.275048,dos
-0.010092,2.31531,0.042772,0.370672,-0.039309,-1.411524,dos
-0.009975,-0.558813,-0.349275,-0.608766,-0.017019,0.772093,normal
-0.010026,-0.558813,-0.349275,-0.608766,0.022944,0.772093,normal
-0.010005,-0.558813,-0.349275,-0.608766,-0.035695,0.772093,normal
-0.010009,-0.558813,-0.349275,-0.608766,-0.02016,0.772093,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010031,-0.714171,3.403175,-0.608766,-0.039309,-0.75189,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,-1.002096,dos
-0.009857,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.010092,2.470668,0.042772,1.350109,-0.039309,-1.479762,dos
-0.010092,-0.092739,0.154785,0.370672,-0.039309,-0.956604,dos
2.118418,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,r2l
-0.00996,-0.558813,-0.349275,-0.608766,-0.034581,0.772093,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010092,0.373335,-0.349275,0.370672,-0.039309,0.772093,normal
-0.010008,-0.558813,-0.349275,-0.608766,-0.025474,0.772093,normal
-0.010092,2.392989,-0.349275,2.329547,-0.039309,0.772093,probe
-0.005783,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.010092,0.528693,-0.013235,0.370672,-0.039309,-1.297794,dos
-0.00995,-0.558813,-0.349275,-0.608766,-0.032859,0.772093,normal
-0.010092,2.548347,-0.013235,4.288422,-0.039309,-1.252302,dos
-0.010092,0.606372,-0.069241,0.370672,-0.039309,-1.32054,dos
-0.009992,-0.558813,-0.349275,-0.608766,-0.030067,0.772093,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,0.772093,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,probe
-0.010092,-0.636492,5.251397,1.350109,-0.039309,-1.43427,probe
-0.010049,-0.636492,3.403175,-0.608766,-0.037665,0.021475,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,-1.343286,dos
-0.009644,0.373335,-0.349275,-0.608766,-0.035628,0.772093,normal
-0.010092,-0.092739,-0.069241,0.370672,-0.039309,-1.457016,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.457016,dos
-0.010092,0.295656,-0.013235,0.370672,-0.039309,-1.479762,dos
-0.00982,0.373335,5.251397,-0.608766,-0.035639,-0.365208,normal
-0.010092,1.460841,-0.013235,0.370672,-0.039309,-1.343286,dos
-0.009975,-0.558813,-0.349275,-0.608766,-0.030697,0.772093,normal
-0.009984,-0.558813,-0.349275,-0.608766,0.134674,0.772093,normal
-0.009961,-0.558813,-0.349275,-0.608766,-0.035763,0.772093,normal
-0.010079,0.062619,-0.349275,-0.608766,-0.039309,0.772093,normal
-0.010092,-0.636492,5.251397,1.350109,-0.039309,-0.365208,probe
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,0.772093,probe
-0.010074,0.062619,-0.349275,-0.608766,-0.038521,0.772093,normal
-0.010003,-0.558813,-0.349275,-0.608766,-0.032735,0.772093,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.43427,dos
-0.009955,-0.558813,-0.349275,-0.608766,-0.007293,0.772093,normal
-0.009687,0.373335,-0.349275,-0.608766,-0.035549,0.772093,normal
-0.00997,-0.558813,-0.349275,-0.608766,0.02452,0.772093,normal
-0.010092,-0.092739,-0.013235,0.370672,-0.039309,-1.275048,dos
-0.010092,-0.636492,-0.013235,1.350109,-0.039309,-1.343286,dos
-0.010004,-0.558813,-0.349275,-0.608766,0.073107,0.772093,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.43427,dos
-0.010072,2.626026,-0.349275,-0.608766,-0.038769,0.772093,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.024663,0.772093,normal
-0.010092,0.994767,0.042772,0.370672,-0.039309,-1.32054,dos
-0.01006,0.684051,0.210792,-0.608766,-0.039309,-0.592668,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.479762,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,normal
-0.010092,2.703705,-0.013235,0.370672,-0.039309,-1.343286,dos
-0.010092,-0.636492,-0.349275,1.350109,-0.039309,0.772093,probe
-0.010092,-0.636492,5.251397,1.350109,-0.039309,-0.365208,probe
-0.00997,-0.558813,-0.349275,-0.608766,-0.001856,0.772093,normal
-0.010092,0.140298,-0.069241,0.370672,-0.039309,-1.479762,dos
-0.010001,-0.558813,-0.349275,-0.608766,-0.025249,0.772093,normal
-0.010092,-0.714171,5.251397,1.350109,-0.039309,-1.502509,probe
-0.010011,-0.558813,-0.349275,-0.608766,-0.002362,0.772093,normal
-0.010092,-0.558813,-0.013235,0.370672,-0.039309,-1.388778,dos
