@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-E(A-MEAN)/SD-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
-0.010089,-0.248097,-0.349275,probe
-0.00996,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.069241,dos
-0.009999,-0.558813,-0.349275,normal
-0.010092,0.917088,-0.013235,dos
-0.010092,-0.636492,-0.069241,dos
-0.010032,-0.714171,3.403175,normal
-0.00999,-0.558813,-0.349275,normal
-0.009946,-0.558813,-0.349275,normal
-0.010074,0.062619,-0.237262,normal
-0.010092,-0.636492,-0.069241,dos
-0.010092,0.451014,-0.013235,dos
-0.008821,0.373335,-0.349275,normal
-0.01005,-0.714171,-0.349275,normal
-0.009985,-0.558813,-0.349275,normal
-0.010031,-0.714171,-0.349275,normal
-0.010092,-0.636492,-0.069241,dos
-0.010092,-0.558813,-0.349275,normal
-0.009964,-0.558813,-0.349275,normal
-0.010092,-0.558813,-0.349275,normal
-0.009977,-0.558813,-0.349275,normal
-0.010081,-0.636492,-0.349275,dos
-0.009962,-0.558813,-0.349275,normal
-0.010001,-0.558813,-0.349275,normal
-0.009991,-0.558813,-0.349275,normal
-0.009956,-0.558813,-0.349275,normal
-0.010092,-0.558813,-0.349275,normal
-0.009988,-0.558813,-0.349275,normal
-0.009226,0.373335,5.251397,normal
-0.010092,-0.558813,-0.349275,normal
-0.009994,-0.558813,-0.349275,normal
-0.009958,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.349275,probe
-0.010092,0.295656,-0.069241,dos
-0.010049,-0.636492,2.451061,normal
-0.010002,-0.558813,-0.349275,normal
-0.009958,-0.558813,-0.349275,normal
-0.010092,0.217977,0.042772,dos
-0.010092,0.994767,0.042772,dos
-0.010092,0.451014,0.042772,dos
-0.009956,-0.558813,-0.349275,normal
-0.010092,0.994767,-0.069241,dos
-0.010089,-0.01506,-0.349275,normal
-0.010073,0.062619,-0.349275,normal
-0.009645,0.373335,-0.349275,normal
-0.010074,0.062619,-0.349275,normal
-0.009979,0.917088,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
-0.010092,1.072446,-0.013235,dos
-0.009994,-0.558813,-0.349275,normal
-0.009999,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
-0.010092,0.140298,-0.013235,dos
-0.010031,-0.714171,3.403175,normal
-0.009984,-0.558813,-0.349275,normal
-0.009664,1.150125,-0.349275,dos
-0.010092,-0.636492,-0.013235,dos
-0.009984,-0.558813,-0.349275,normal
-0.010092,0.994767,0.098779,dos
-0.010092,0.606372,0.042772,dos
-0.00997,-0.558813,-0.349275,normal
-0.010001,-0.558813,-0.349275,normal
-0.009975,-0.558813,-0.349275,normal
-0.010092,1.227804,-0.349275,probe
-0.009964,-0.558813,-0.349275,normal
-0.009954,-0.79185,-0.349275,r2l
-0.010092,-0.092739,1.386933,dos
-0.010092,-0.636492,0.042772,dos
-0.010004,-0.558813,-0.349275,normal
-0.010092,1.305483,-0.069241,dos
-0.010092,1.383162,-0.069241,dos
-0.010092,1.460841,-0.013235,dos
-0.010073,0.062619,-0.293268,normal
-0.009782,-0.79185,-0.349275,normal
-0.010092,1.53852,-0.013235,dos
-0.010089,-0.248097,-0.349275,probe
-0.010092,1.616199,0.042772,dos
-0.009956,-0.558813,-0.349275,normal
-0.010089,-0.79185,-0.349275,normal
-0.010073,0.062619,-0.349275,normal
-0.00936,-0.79185,-0.349275,normal
-0.010092,-0.481134,-0.013235,dos
-0.010092,-0.714171,-0.349275,probe
-0.010089,-0.01506,-0.349275,normal
-0.009982,-0.558813,-0.349275,normal
-0.009991,-0.79185,3.403175,normal
-0.00997,-0.558813,-0.349275,normal
-0.010092,1.227804,0.266799,dos
-0.009998,-0.558813,-0.349275,normal
-0.009664,1.150125,-0.349275,dos
-0.010092,1.693878,-0.013235,dos
-0.010092,-0.636492,0.042772,dos
-0.010092,1.616199,-0.069241,dos
-0.010092,-0.558813,-0.349275,normal
-0.010092,-0.714171,4.971364,probe
-0.010092,-0.714171,0.154785,probe
-0.010092,1.771557,-0.013235,dos
-0.01008,1.150125,-0.349275,normal
-0.00923,0.373335,-0.349275,normal
-0.010084,-0.79185,-0.349275,normal
-0.009818,0.373335,-0.349275,normal
-0.010081,-0.636492,-0.013235,dos
-0.010092,-0.79185,0.434819,dos
-0.010092,-0.636492,0.042772,dos
-0.010092,-0.636492,-0.013235,dos
-0.009646,0.373335,-0.349275,normal
-0.01,-0.558813,-0.349275,normal
-0.009947,0.917088,-0.349275,r2l
-0.009996,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.042772,dos
-0.010092,1.849236,-0.013235,dos
-0.010009,-0.558813,-0.349275,normal
-0.00998,-0.558813,-0.349275,normal
-0.004113,-0.79185,-0.349275,normal
-0.009998,-0.558813,-0.349275,normal
-0.010092,-0.636492,2.563075,probe
-0.009999,-0.558813,-0.349275,normal
-0.010019,-0.558813,-0.349275,normal
-0.010092,1.926915,-0.013235,dos
-0.009998,-0.558813,-0.349275,normal
-0.009738,0.373335,-0.349275,normal
-0.009701,0.373335,-0.349275,normal
-0.009697,0.373335,5.251397,normal
-0.010092,0.217977,-0.013235,dos
-0.010023,-0.558813,-0.349275,normal
-0.009965,-0.558813,-0.349275,normal
-0.010092,-0.325776,-0.069241,dos
-0.010092,-0.636492,5.251397,probe
-0.009478,1.150125,-0.349275,dos
-0.010092,1.771557,-0.069241,dos
-0.009962,-0.558813,-0.349275,normal
-0.010092,2.004594,-0.069241,dos
-0.010092,2.082273,-0.013235,dos
-0.009974,-0.558813,-0.349275,normal
-0.009999,-0.558813,-0.349275,normal
-0.009986,-0.558813,-0.349275,normal
-0.008541,0.373335,-0.349275,normal
-0.009999,-0.558813,-0.349275,normal
-0.010092,2.159952,0.042772,dos
-0.009747,-0.79185,-0.349275,r2l
-0.010092,-0.01506,-0.013235,dos
-0.010089,-0.248097,-0.349275,probe
-0.010009,-0.558813,-0.349275,normal
-0.009974,-0.558813,-0.349275,normal
-0.010092,2.237631,-0.069241,dos
-0.007014,-0.79185,-0.349275,normal
-0.01001,-0.558813,-0.349275,normal
-0.009134,0.373335,-0.349275,normal
-0.009955,-0.558813,-0.349275,normal
-0.010065,0.684051,0.882873,normal
-0.010081,-0.636492,-0.349275,dos
-0.010074,0.062619,-0.349275,normal
-0.010092,0.917088,-0.013235,dos
-0.010092,0.76173,0.042772,dos
-0.010092,2.237631,0.042772,dos
-0.010089,-0.01506,-0.349275,normal
-0.009975,-0.558813,-0.349275,normal
-0.010001,-0.558813,-0.349275,normal
-0.010085,-0.248097,-0.349275,probe
-0.010092,1.305483,-0.013235,dos
-0.010092,-0.092739,0.378812,dos
-0.010092,-0.79185,-0.013235,dos
-0.009967,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.154785,dos
-0.010089,-0.248097,-0.349275,probe
-0.010092,-0.636492,-0.013235,dos
-0.009945,-0.558813,-0.349275,normal
-0.010089,-0.248097,-0.349275,probe
-0.010048,-0.092739,-0.349275,normal
-0.009974,-0.558813,-0.349275,normal
-0.010092,-0.714171,-0.349275,probe
-0.010092,2.31531,-0.349275,probe
-0.009664,1.150125,-0.349275,dos
-0.010023,-0.558813,-0.349275,normal
-0.009994,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.349275,probe
-0.009972,-0.558813,-0.349275,normal
-0.010092,1.305483,-0.069241,dos
-0.009782,0.373335,-0.349275,normal
-0.01001,-0.558813,-0.349275,normal
-0.010092,-0.170418,-0.013235,dos
-0.010023,-0.558813,-0.349275,normal
-0.009992,-0.558813,-0.349275,normal
-0.009953,-0.558813,-0.349275,normal
-0.00979,0.373335,-0.349275,normal
-0.010089,-0.248097,-0.349275,probe
-0.010092,0.451014,-0.013235,dos
-0.01,-0.558813,-0.349275,normal
-0.010092,0.76173,-0.013235,dos
-0.010092,-0.558813,-0.349275,normal
-0.010073,0.062619,-0.349275,normal
-0.00999,-0.558813,-0.349275,normal
-0.01,-0.558813,-0.349275,normal
-0.010092,1.305483,-0.069241,dos
-0.010092,-0.636492,-0.013235,dos
-0.009977,-0.092739,-0.349275,normal
-0.009999,-0.558813,-0.349275,normal
-0.009968,-0.558813,-0.349275,normal
-0.010092,-0.558813,1.27492,dos
-0.010087,-0.79185,-0.349275,normal
-0.009976,-0.558813,-0.349275,normal
-0.010092,0.994767,-0.069241,dos
-0.010075,0.062619,-0.349275,normal
-0.010092,0.917088,-0.013235,dos
-0.010092,2.392989,0.042772,dos
-0.009983,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.349275,probe
-0.010092,0.917088,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
-0.010092,2.31531,0.042772,dos
-0.009975,-0.558813,-0.349275,normal
-0.010026,-0.558813,-0.349275,normal
-0.010005,-0.558813,-0.349275,normal
-0.010009,-0.558813,-0.349275,normal
-0.010089,-0.248097,-0.349275,probe
-0.010031,-0.714171,3.403175,normal
-0.010092,-0.636492,-0.069241,dos
-0.009857,-0.79185,-0.349275,normal
-0.010092,2.470668,0.042772,dos
-0.010092,-0.092739,0.154785,dos
2.118418,-0.79185,-0.349275,r2l
-0.00996,-0.558813,-0.349275,normal
-0.010089,-0.248097,-0.349275,probe
-0.010092,0.373335,-0.349275,normal
-0.010008,-0.558813,-0.349275,normal
-0.010092,2.392989,-0.349275,probe
-0.005783,-0.79185,-0.349275,normal
-0.010092,0.528693,-0.013235,dos
-0.00995,-0.558813,-0.349275,normal
-0.010092,2.548347,-0.013235,dos
-0.010092,0.606372,-0.069241,dos
-0.009992,-0.558813,-0.349275,normal
-0.009664,1.150125,-0.349275,dos
-0.010089,-0.248097,-0.349275,probe
-0.010092,-0.636492,5.251397,probe
-0.010049,-0.636492,3.403175,normal
-0.010092,-0.636492,-0.069241,dos
-0.009644,0.373335,-0.349275,normal
-0.010092,-0.092739,-0.069241,dos
-0.010092,-0.636492,0.042772,dos
-0.010092,0.295656,-0.013235,dos
-0.00982,0.373335,5.251397,normal
-0.010092,1.460841,-0.013235,dos
-0.009975,-0.558813,-0.349275,normal
-0.009984,-0.558813,-0.349275,normal
-0.009961,-0.558813,-0.349275,normal
-0.010079,0.062619,-0.349275,normal
-0.010092,-0.636492,5.251397,probe
-0.010092,-0.636492,-0.349275,probe
-0.010074,0.062619,-0.349275,normal
-0.010003,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.042772,dos
-0.009955,-0.558813,-0.349275,normal
-0.009687,0.373335,-0.349275,normal
-0.00997,-0.558813,-0.349275,normal
-0.010092,-0.092739,-0.013235,dos
-0.010092,-0.636492,-0.013235,dos
-0.010004,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.042772,dos
-0.010072,2.626026,-0.349275,normal
-0.009999,-0.558813,-0.349275,normal
-0.010092,0.994767,0.042772,dos
-0.01006,0.684051,0.210792,normal
-0.010092,-0.636492,0.042772,dos
-0.010092,-0.558813,-0.349275,normal
-0.010092,2.703705,-0.013235,dos
-0.010092,-0.636492,-0.349275,probe
-0.010092,-0.636492,5.251397,probe
-0.00997,-0.558813,-0.349275,normal
-0.010092,0.140298,-0.069241,dos
-0.010001,-0.558813,-0.349275,normal
-0.010092,-0.714171,5.251397,probe
-0.010011,-0.558813,-0.349275,normal
-0.010092,-0.558813,-0.013235,dos
-0.009957,-0.558813,-0.349275,normal
-0.010092,0.217977,0.042772,dos
-0.00996,-0.79185,-0.349275,normal
-0.009641,0.373335,-0.349275,normal
-0.010005,-0.558813,-0.349275,normal
-0.010092,2.31531,-0.013235,dos
-0.010092,-0.558813,-0.349275,normal
-0.009995,-0.558813,-0.349275,normal
-0.010089,-0.248097,-0.349275,probe
0.012531,-0.558813,-0.349275,dos
-0.009994,-0.558813,-0.349275,normal
-0.010092,-0.79185,0.210792,dos
-0.010092,-0.636492,-0.013235,dos
-0.010009,-0.558813,-0.349275,normal
-0.010001,-0.558813,-0.349275,normal
-0.009975,-0.558813,-0.349275,normal
-0.010092,2.781384,0.042772,dos
-0.009958,-0.558813,-0.349275,normal
-0.010092,2.859063,0.042772,dos
-0.01008,-0.248097,-0.349275,normal
-0.009953,-0.558813,-0.349275,normal
-0.010077,0.062619,-0.349275,normal
-0.010092,-0.636492,0.098779,dos
-0.010074,0.062619,-0.349275,normal
-0.010092,2.859063,-0.013235,dos
-0.010092,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.434819,dos
-0.010092,-0.636492,-0.013235,dos
-0.010003,-0.558813,-0.349275,normal
-0.010092,0.528693,-0.069241,dos
-0.010074,0.062619,-0.349275,normal
-0.009948,-0.558813,-0.349275,normal
-0.009856,0.373335,-0.349275,normal
-0.010001,-0.558813,-0.349275,normal
-0.010032,-0.714171,5.251397,normal
-0.010092,0.917088,-0.013235,dos
-0.010092,-0.636492,-0.069241,dos
-0.010092,-0.636492,0.042772,dos
-0.010092,-0.636492,-0.013235,dos
-0.010092,-0.636492,-0.349275,probe
-0.010092,-0.636492,0.266799,dos
-0.010085,-0.248097,-0.349275,probe
-0.010092,2.392989,-0.349275,normal
-0.009996,-0.558813,-0.349275,normal
-0.010092,-0.01506,-0.069241,dos
-0.009978,-0.79185,-0.349275,normal
-0.010074,0.062619,-0.349275,normal
-0.010089,-0.248097,-0.349275,probe
-0.009334,-0.092739,-0.349275,normal
-0.010009,-0.558813,-0.349275,normal
-0.010073,0.062619,-0.349275,normal
-0.010092,-0.636492,-0.069241,dos
-0.010092,-0.092739,-0.349275,dos
-0.010003,-0.558813,-0.349275,normal
-0.010092,2.548347,-0.013235,dos
-0.009995,-0.558813,-0.349275,normal
-0.010001,-0.558813,-0.349275,normal
-0.010092,2.159952,-0.013235,dos
-0.010049,-0.636492,1.27492,normal
-0.010092,-0.558813,-0.349275,normal
-0.010092,0.295656,-0.013235,dos
-0.010092,-0.636492,-0.013235,dos
-0.010092,-0.636492,-0.013235,dos
-0.009973,-0.558813,-0.349275,normal
-0.010092,0.528693,0.042772,dos
-0.010092,-0.636492,0.042772,dos
-0.010092,-0.636492,0.602839,probe
-0.010081,-0.636492,-0.349275,dos
-0.009977,-0.558813,-0.349275,normal
-0.009664,1.150125,-0.349275,dos
-0.010013,-0.79185,-0.349275,normal
-0.010049,-0.092739,-0.349275,normal
-0.010092,-0.636492,-0.349275,probe
-0.009541,0.373335,-0.349275,normal
-0.009877,1.150125,-0.349275,dos
-0.010092,-0.79185,0.154785,dos
-0.009997,-0.558813,-0.349275,normal
-0.010074,0.062619,-0.349275,normal
-0.00998,-0.558813,-0.349275,normal
-0.010018,-0.558813,-0.349275,normal
-0.009739,-0.79185,-0.349275,normal
-0.01,-0.558813,-0.349275,normal
-0.009962,-0.558813,-0.349275,normal
-0.010092,2.159952,-0.013235,dos
-0.009997,-0.558813,-0.349275,normal
-0.010092,1.616199,0.098779,dos
-0.010092,2.936742,-0.013235,dos
-0.009737,0.373335,-0.349275,normal
-0.009995,-0.558813,-0.349275,normal
-0.009664,1.150125,-0.349275,dos
-0.010081,-0.636492,-0.349275,dos
-0.010092,-0.636492,-0.013235,dos
-0.010003,-0.558813,-0.349275,normal
-0.010073,0.062619,-0.349275,normal
-0.010049,-0.636492,-0.349275,normal
-0.010092,-0.636492,-0.125248,dos
-0.010092,-0.636492,0.266799,dos
-0.010092,0.451014,-0.013235,dos
-0.009966,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.098779,dos
-0.009953,-0.558813,-0.349275,normal
-0.010092,0.451014,-0.013235,dos
-0.010092,-0.636492,0.042772,dos
-0.010031,-0.714171,-0.349275,normal
-0.009953,-0.558813,-0.349275,normal
-0.010092,-0.092739,-0.069241,dos
-0.009952,-0.558813,-0.349275,normal
-0.009961,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
0.012531,-0.558813,-0.349275,dos
-0.010092,1.305483,0.042772,dos
-0.010075,0.062619,-0.349275,normal
-0.009683,0.373335,-0.349275,normal
-0.010092,-0.636492,0.098779,dos
-0.010016,0.684051,-0.349275,normal
-0.010092,-0.636492,0.042772,dos
-0.009924,-0.558813,-0.349275,normal
-0.010092,2.004594,-0.069241,dos
-0.009767,0.373335,-0.349275,normal
-0.009985,-0.558813,-0.349275,normal
-0.010092,2.159952,-0.013235,dos
-0.010089,-0.248097,-0.349275,probe
-0.00996,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.042772,dos
-0.010092,3.014421,-0.013235,dos
-0.010092,2.392989,-0.013235,dos
-0.010003,-0.558813,-0.349275,normal
-0.010092,-0.636492,2.563075,probe
-0.009972,-0.558813,-0.349275,normal
-0.009999,-0.558813,-0.349275,normal
-0.010092,-0.79185,5.19539,probe
-0.010092,0.839409,0.042772,dos
-0.010085,0.062619,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
-0.01008,0.062619,-0.349275,normal
-0.010049,-0.636492,-0.349275,normal
-0.01008,-0.248097,1.050893,normal
-0.009958,-0.558813,-0.349275,normal
-0.010092,2.159952,-0.013235,dos
-0.010092,-0.558813,-0.349275,normal
-0.010087,-0.79185,-0.349275,normal
-0.010004,-0.558813,-0.349275,normal
-0.009993,-0.558813,-0.349275,normal
-0.009971,-0.558813,-0.349275,normal
-0.010021,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
-0.009964,-0.558813,-0.349275,normal
-0.010074,0.062619,-0.349275,normal
-0.010032,-0.714171,3.403175,normal
-0.009579,0.917088,-0.349275,r2l
-0.010089,-0.248097,-0.349275,probe
-0.010074,0.062619,-0.349275,normal
-0.010092,-0.636492,5.251397,probe
-0.009449,0.373335,-0.349275,normal
-0.00955,0.373335,-0.349275,normal
-0.009945,-0.558813,-0.349275,normal
-0.009941,-0.558813,-0.349275,normal
-0.009955,-0.558813,-0.349275,normal
-0.01008,-0.248097,5.251397,normal
-0.010092,-0.636492,-0.013235,dos
-0.010092,2.548347,-0.013235,dos
-0.00999,-0.558813,-0.349275,normal
-0.009968,-0.558813,-0.349275,normal
-0.010092,-0.170418,-0.013235,dos
-0.009945,-0.558813,-0.349275,normal
-0.010092,-0.01506,-0.013235,dos
-0.009961,-0.558813,-0.349275,normal
-0.010074,0.062619,-0.349275,normal
-0.009488,0.917088,-0.349275,normal
-0.010092,0.217977,-0.069241,dos
-0.010032,-0.714171,2.451061,normal
-0.010092,-0.636492,-0.349275,probe
-0.010092,0.295656,-0.013235,dos
-0.010092,-0.636492,-0.349275,probe
-0.010092,-0.092739,-0.069241,dos
-0.010092,1.693878,-0.013235,dos
-0.010032,-0.714171,3.011128,normal
-0.010092,-0.636492,0.490826,dos
-0.004371,0.373335,-0.349275,normal
-0.010092,-0.01506,-0.069241,dos
-0.009714,0.373335,5.251397,normal
-0.010092,0.373335,-0.349275,dos
-0.009976,-0.558813,-0.349275,normal
-0.010092,3.0921,0.042772,dos
-0.010092,-0.636492,-0.069241,dos
-0.010075,0.062619,-0.349275,normal
-0.010088,-0.01506,-0.349275,normal
-0.009963,-0.558813,-0.349275,normal
-0.009976,-0.558813,-0.349275,normal
-0.009969,-0.558813,-0.349275,normal
-0.010092,1.072446,0.042772,dos
-0.010074,0.062619,-0.293268,normal
-0.010092,-0.01506,-0.013235,dos
-0.009954,-0.79185,-0.349275,r2l
-0.010089,-0.248097,-0.349275,probe
-0.010003,-0.558813,-0.349275,normal
-0.010092,0.295656,1.050893,dos
-0.010092,-0.558813,-0.349275,normal
-0.009878,-0.714171,-0.349275,normal
-0.010092,-0.636492,-0.349275,probe
-0.010092,0.994767,-0.013235,dos
-0.010092,-0.636492,-0.013235,dos
-0.010092,2.392989,0.042772,dos
-0.010074,0.062619,3.403175,normal
-0.010092,2.392989,-0.013235,dos
-0.009812,0.373335,-0.349275,normal
-0.009954,-0.558813,-0.349275,normal
-0.010092,-0.636492,0.042772,dos
-0.010092,-0.636492,-0.013235,dos
-0.010008,-0.558813,-0.349275,normal
-0.009877,1.150125,-0.349275,dos
-0.010092,0.295656,-0.013235,dos
-0.010013,-0.558813,-0.349275,normal
-0.010085,-0.248097,-0.349275,probe
-0.010092,0.528693,-0.013235,dos
-0.010092,0.606372,-0.069241,dos
-0.010092,0.917088,-0.013235,dos
-0.009986,-0.558813,-0.349275,normal
-0.010066,-0.248097,-0.349275,normal
-0.010073,0.062619,-0.349275,normal
-0.010092,-0.636492,0.042772,dos
-0.010001,-0.558813,-0.349275,normal
-0.010075,0.062619,-0.349275,normal
-0.009989,-0.558813,-0.349275,normal
-0.009574,0.917088,-0.349275,r2l
-0.010092,1.616199,-0.013235,dos
-0.010074,0.062619,-0.349275,normal
-0.010006,-0.092739,-0.349275,normal
-0.007649,-0.714171,1.386933,normal
-0.010089,-0.248097,-0.349275,probe
-0.009978,-0.558813,-0.349275,normal
-0.009997,-0.558813,-0.349275,normal
-0.010092,-0.558813,-0.013235,dos
-0.009963,-0.558813,-0.349275,normal
-0.010092,-0.481134,-0.349275,probe
-0.010092,2.703705,-0.069241,dos
-0.01008,0.062619,5.251397,normal
-0.004601,-0.79185,-0.349275,normal
-0.010092,-0.79185,-0.013235,dos
-0.010089,-0.01506,-0.349275,normal
-0.010092,3.169779,-0.069241,dos
-0.010074,0.062619,-0.293268,normal
-0.010092,-0.636492,0.098779,dos
-0.010092,-0.636492,-0.013235,dos
-0.009958,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
-0.010085,-0.248097,-0.349275,probe
-0.009945,-0.558813,-0.349275,normal
-0.010092,-0.714171,-0.349275,probe
-0.010092,-0.636492,-0.013235,dos
0.012531,-0.558813,-0.349275,dos
-0.010007,-0.558813,-0.349275,normal
-0.010092,-0.325776,0.042772,dos
-0.009958,-0.558813,-0.349275,normal
-0.010092,1.383162,0.042772,dos
-0.009996,-0.558813,-0.349275,normal
-0.009725,0.373335,-0.349275,normal
-0.00996,-0.558813,-0.349275,normal
-0.010092,0.140298,-0.069241,dos
-0.010092,-0.636492,-0.349275,probe
-0.010031,-0.558813,-0.349275,normal
-0.00949,0.373335,-0.349275,normal
0.012531,-0.558813,-0.349275,dos
-0.009995,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.349275,probe
-0.010092,-0.636492,2.507068,probe
-0.009968,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.013235,dos
-0.010092,2.237631,-0.125248,dos
-0.010092,2.470668,-0.069241,dos
-0.010092,-0.636492,0.042772,dos
-0.009994,-0.558813,-0.349275,normal
-0.010092,0.528693,-0.013235,dos
-0.010032,-0.714171,-0.349275,normal
-0.010092,0.451014,5.251397,probe
-0.010032,-0.714171,3.403175,normal
-0.010009,-0.558813,-0.349275,normal
-0.010092,1.849236,-0.013235,dos
-0.009933,-0.79185,3.403175,normal
-0.009949,-0.558813,-0.349275,normal
-0.009977,-0.558813,-0.349275,normal
-0.010092,0.839409,-0.013235,dos
-0.010011,-0.558813,-0.349275,normal
-0.010092,1.926915,-0.349275,dos
-0.009977,-0.558813,-0.349275,normal
-0.010008,-0.558813,-0.349275,normal
-0.010092,-0.636492,-0.349275,probe
-0.010031,-0.714171,-0.349275,normal
-0.010092,-0.01506,-0.069241,dos
-0.010092,0.917088,-0.013235,dos
-0.010092,2.936742,0.098779,dos
-0.010092,-0.636492,0.098779,dos
-0.00994,-0.558813,-0.349275,normal
-0.010092,3.014421,1.947001,probe
-0.009986,-0.558813,-0.349275,normal
-0.010089,-0.248097,-0.349275,probe
-0.010074,0.062619,-0.237262,normal
-0.010039,0.062619,-0.349275,normal
-0.009987,-0.558813,-0.349275,normal
