@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-E(A-MEAN)/SD-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,27,33,21,31,32,36,23,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute serror_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
-0.010074,0.062619,-0.349275,-0.608766,-0.038825,0.772093,-0.440932,0.552951,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009826,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.334089,-0.720229,-0.6061,-0.600945,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,1.350109,-0.039309,-1.457016,-0.013561,1.058735,-1.003761,-1.113259,-0.641791,-0.640129,dos
-0.010092,-0.636492,5.251397,1.350109,-0.039309,-1.479762,4.046461,0.788402,-1.030875,-1.157808,-0.4846,-0.416572,probe
-0.009964,-0.558813,-0.349275,-0.608766,-0.007856,0.772093,-0.440932,-0.702788,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,0.098779,1.350109,-0.039309,-1.138572,-0.066982,-0.188284,-0.949535,-1.06871,-0.641791,-0.640129,dos
-0.009804,0.373335,-0.349275,-0.608766,-0.03556,0.772093,-0.227246,-0.72895,0.16211,-0.289102,-0.641791,-0.640129,normal
-0.010092,0.606372,-0.349275,2.329547,-0.039309,0.772093,2.657506,-0.72895,-1.030875,-1.157808,-0.641791,-0.640129,probe
-0.010092,-0.558813,0.098779,0.370672,-0.039309,-0.660906,-0.334089,-0.284209,-0.434382,-0.578671,1.603803,1.595445,dos
-0.010092,0.606372,-0.013235,1.350109,-0.039309,-1.366032,-0.066982,0.352382,-0.985686,-1.113259,-0.641791,-0.640129,dos
-0.010092,0.140298,-0.013235,0.370672,-0.039309,-1.229556,-0.120404,0.727359,-0.850119,-0.979612,1.603803,1.595445,dos
-0.010001,-0.558813,-0.349275,-0.608766,-0.00691,0.772093,-0.440932,-0.72895,-0.515722,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.252302,-0.173825,0.52679,-0.759742,-0.890514,1.603803,1.595445,dos
-0.010017,0.684051,3.403175,-0.608766,-0.039309,0.021475,-0.38751,-0.711509,-0.1994,-0.355926,-0.641791,-0.640129,normal
-0.010075,0.062619,-0.349275,-0.608766,-0.038836,0.772093,-0.334089,-0.659186,-0.289778,1.047367,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.411524,-0.066982,0.465747,-0.985686,-1.113259,1.603803,1.595445,dos
-0.010087,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.066982,-0.72895,-0.615138,0.067289,-0.641791,-0.640129,normal
-0.010092,0.76173,-0.013235,0.370672,-0.039309,-1.43427,-0.120404,1.669164,-0.958573,-1.06871,1.603803,1.595445,dos
-0.010005,-0.558813,-0.349275,-0.608766,-0.007901,0.772093,-0.440932,-0.650466,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009959,-0.558813,-0.349275,-0.608766,0.024667,0.772093,-0.440932,-0.650466,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,1.350109,-0.039309,-1.43427,-0.066982,1.424993,-0.96761,-1.090984,-0.641791,-0.640129,dos
-0.009956,-0.558813,-0.349275,-0.608766,0.005518,0.772093,-0.440932,-0.720229,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.217977,0.042772,1.350109,-0.039309,-1.388778,-0.066982,0.439586,-0.976648,-1.090984,-0.641791,-0.640129,dos
-0.010092,0.839409,-0.069241,0.370672,-0.039309,-1.297794,-0.066982,1.180821,-1.021837,-1.135533,1.603803,1.595445,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.181325,1.069642,-0.641791,-0.640129,probe
-0.00996,-0.558813,-0.349275,-0.608766,-0.035042,0.772093,-0.440932,-0.659186,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,-1.43427,0.146703,1.111058,-0.976648,-0.935063,1.536435,1.595445,dos
-0.009999,-0.558813,-0.349275,-0.608766,0.003041,0.772093,-0.440932,-0.650466,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.917088,-0.013235,0.370672,-0.039309,-1.388778,-0.066982,1.442433,-1.030875,-1.157808,1.603803,1.595445,dos
-0.010092,-0.636492,-0.069241,1.350109,-0.039309,-1.252302,-0.120404,0.413425,-0.904346,-1.024161,-0.641791,-0.640129,dos
-0.010032,-0.714171,3.403175,-0.608766,-0.038127,0.021475,2.443821,-0.711509,-1.021837,-1.113259,-0.641791,-0.640129,normal
-0.00999,-0.558813,-0.349275,-0.608766,-0.023369,0.772093,-0.440932,-0.641746,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009946,-0.558813,-0.349275,-0.608766,-0.022614,0.772093,-0.440932,-0.711509,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010074,0.062619,-0.237262,-0.608766,-0.038814,0.749347,-0.38751,0.212855,1.255679,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.069241,1.350109,-0.039309,-1.229556,-0.013561,0.53551,-0.949535,-1.06871,-0.641791,-0.640129,dos
-0.010092,0.451014,-0.013235,0.370672,-0.039309,-1.457016,-0.066982,1.878454,-1.012799,-1.135533,1.603803,1.595445,dos
-0.008821,0.373335,-0.349275,-0.608766,-0.035583,0.772093,-0.334089,-0.72895,0.035581,-0.088632,-0.619335,-0.640129,normal
-0.01005,-0.714171,-0.349275,-0.608766,-0.038161,0.772093,1.108287,-0.72895,-1.030875,-0.845965,-0.641791,-0.640129,normal
-0.009985,-0.558813,-0.349275,-0.608766,-0.030866,0.772093,-0.440932,-0.702788,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010031,-0.714171,-0.349275,-0.608766,-0.038127,0.772093,1.802765,-0.720229,-1.021837,-1.135533,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,-1.229556,-0.173825,0.387263,-0.931459,-1.046435,1.603803,1.595445,dos
-0.010092,-0.558813,-0.349275,-0.608766,-0.035324,0.772093,-0.440932,-0.458617,1.264717,1.069642,-0.641791,-0.573062,normal
-0.009964,-0.558813,-0.349275,-0.608766,-0.035864,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,1.192415,1.069642,-0.641791,-0.640129,normal
-0.009977,-0.558813,-0.349275,-0.608766,0.042048,0.772093,-0.440932,-0.711509,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010081,-0.636492,-0.349275,-0.608766,-0.039309,0.772093,1.108287,-0.022596,0.60496,0.423681,-0.439688,-0.640129,dos
-0.009962,-0.558813,-0.349275,-0.608766,-0.030742,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.025665,0.772093,-0.440932,-0.606864,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009991,-0.558813,-0.349275,-0.608766,0.063865,0.772093,-0.440932,-0.720229,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009956,-0.558813,-0.349275,-0.608766,-0.014059,0.772093,-0.440932,-0.554541,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,1.210491,1.069642,-0.641791,-0.640129,normal
-0.009988,-0.558813,-0.349275,-0.608766,-0.035921,0.772093,-0.38751,-0.711509,1.237604,1.047367,-0.641791,-0.640129,normal
-0.009226,0.373335,5.251397,-0.608766,-0.035538,-0.365208,-0.280668,-0.720229,0.333828,0.178662,-0.619335,-0.640129,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009994,-0.558813,-0.349275,-0.608766,-0.033556,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009958,-0.558813,-0.349275,-0.608766,-0.034457,0.772093,-0.440932,-0.702788,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.349275,2.329547,-0.039309,0.772093,3.245141,-0.720229,-1.021837,-1.135533,-0.641791,-0.640129,probe
-0.010092,0.295656,-0.069241,1.350109,-0.039309,-1.161318,-0.066982,0.221575,-0.88627,-1.001886,-0.641791,-0.640129,dos
-0.010049,-0.636492,2.451061,-0.608766,-0.037677,-0.933858,-0.38751,-0.702788,1.120113,0.935995,-0.641791,-0.640129,normal
-0.010002,-0.558813,-0.349275,-0.608766,-0.028344,0.772093,-0.440932,-0.685348,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009958,-0.558813,-0.349275,-0.608766,-0.009488,0.772093,-0.440932,-0.676627,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.217977,0.042772,1.350109,-0.039309,-1.32054,-0.066982,1.407552,-0.859157,-0.979612,-0.641791,-0.640129,dos
-0.010092,0.994767,0.042772,1.350109,-0.039309,-1.343286,-0.013561,1.634283,-0.868195,-1.001886,-0.641791,-0.640129,dos
-0.010092,0.451014,0.042772,0.370672,-0.039309,-1.43427,-0.013561,1.520917,-0.96761,-1.090984,1.603803,1.595445,dos
-0.009956,-0.558813,-0.349275,-0.608766,-0.036213,0.772093,-0.38751,-0.659186,1.219528,1.025093,-0.641791,-0.640129,normal
-0.010092,0.994767,-0.069241,0.370672,-0.039309,-1.457016,-0.066982,1.826132,-0.96761,-1.090984,1.603803,1.595445,dos
-0.010089,-0.01506,-0.349275,-0.608766,-0.037755,0.772093,-0.280668,-0.72895,-0.949535,-1.090984,-0.619335,-0.640129,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.038791,0.772093,-0.38751,0.09949,1.255679,1.069642,-0.641791,-0.640129,normal
-0.009645,0.373335,-0.349275,-0.608766,-0.035549,0.772093,-0.280668,-0.72895,0.469394,0.111838,-0.641791,-0.640129,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.037744,0.772093,-0.38751,-0.048757,1.255679,1.069642,-0.641791,-0.640129,normal
-0.009979,0.917088,-0.349275,-0.608766,-0.029144,0.772093,-0.334089,-0.72895,-0.597062,-0.534122,-0.619335,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.252302,-0.013561,0.919209,-0.859157,-0.979612,1.603803,1.595445,dos
-0.010092,1.072446,-0.013235,1.350109,-0.039309,-1.411524,-0.066982,0.439586,-1.030875,-1.157808,-0.641791,-0.640129,dos
-0.009994,-0.558813,-0.349275,-0.608766,-0.037755,0.772093,-0.440932,-0.720229,-1.021837,1.069642,-0.641791,-0.640129,normal
-0.009999,-0.558813,-0.349275,-0.608766,-0.024033,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.366032,-0.013561,0.334941,-0.976648,-1.090984,1.603803,1.595445,dos
-0.010092,0.140298,-0.013235,0.370672,-0.039309,-1.32054,-0.066982,1.398831,-0.976648,-1.090984,1.603803,1.595445,dos
-0.010031,-0.714171,3.403175,-0.608766,-0.039309,-0.75189,2.81777,-0.711509,-1.030875,-1.157808,-0.641791,-0.640129,normal
-0.009984,-0.558813,-0.349275,-0.608766,-0.027928,0.772093,-0.440932,-0.711509,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,1.555799,1.264717,1.069642,-0.641791,-0.640129,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.229556,-0.120404,0.212855,-0.976648,-1.090984,1.603803,1.595445,dos
-0.009984,-0.558813,-0.349275,-0.608766,0.055388,0.772093,-0.440932,-0.659186,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.994767,0.098779,1.350109,-0.039309,-1.366032,0.03986,0.52679,-0.96761,-1.090984,-0.641791,-0.640129,dos
-0.010092,0.606372,0.042772,1.350109,-0.039309,-1.479762,-0.066982,1.442433,-1.021837,-1.135533,-0.641791,-0.640129,dos
-0.00997,-0.558813,-0.349275,-0.608766,-0.019958,0.772093,-0.440932,-0.667907,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010001,-0.558813,-0.349275,-0.608766,-0.028266,0.772093,-0.440932,-0.720229,-0.298816,1.069642,-0.641791,-0.640129,normal
-0.009975,-0.558813,-0.349275,-0.608766,0.077227,0.772093,-0.440932,-0.720229,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,1.227804,-0.349275,3.308985,-0.039309,0.772093,4.901202,-0.72895,-1.030875,-1.157808,1.603803,1.595445,probe
-0.009964,-0.558813,-0.349275,-0.608766,0.14189,0.772093,-0.440932,-0.711509,0.125959,1.069642,-0.641791,-0.640129,normal
-0.009954,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.720229,-0.804931,1.069642,-0.641791,-0.640129,r2l
-0.010092,-0.092739,1.386933,0.370672,-0.039309,-0.797382,-0.334089,-0.624305,-0.461496,-0.600945,1.603803,1.595445,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.479762,-0.120404,0.021006,-1.030875,-1.157808,1.603803,1.595445,dos
-0.010004,-0.558813,-0.349275,-0.608766,-0.036123,0.772093,-0.440932,-0.720229,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,1.305483,-0.069241,0.370672,-0.039309,-1.411524,-0.013561,1.808691,-0.913384,-1.046435,1.603803,1.595445,dos
-0.010092,1.383162,-0.069241,0.370672,-0.039309,-1.366032,-0.013561,1.834852,-1.030875,-1.157808,1.603803,1.595445,dos
-0.010092,1.460841,-0.013235,0.370672,-0.039309,-1.275048,-0.173825,0.509349,-0.904346,-1.024161,1.603803,1.595445,dos
-0.010073,0.062619,-0.293268,-0.608766,-0.038431,0.772093,-0.38751,1.686605,1.255679,1.069642,-0.641791,-0.640129,normal
-0.009782,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,1.321972,-0.72895,-0.208438,0.690975,-0.641791,-0.640129,normal
-0.010092,1.53852,-0.013235,0.370672,-0.039309,-1.070334,-0.120404,0.151812,-0.877233,-1.001886,1.603803,1.595445,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.904346,1.069642,-0.641791,-0.640129,probe
-0.010092,1.616199,0.042772,0.370672,-0.039309,-1.479762,-0.013561,1.451154,-1.012799,-1.135533,1.603803,1.595445,dos
-0.009956,-0.558813,-0.349275,-0.608766,0.055669,0.772093,-0.440932,-0.702788,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010089,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,1.589079,-0.720229,0.035581,-0.044083,-0.641791,-0.640129,normal
-0.010073,0.062619,-0.349275,-0.608766,-0.037868,0.772093,-0.38751,1.198262,1.246642,1.047367,-0.641791,-0.640129,normal
-0.00936,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.334089,-0.720229,-0.985686,-1.113259,-0.641791,-0.640129,normal
-0.010092,-0.481134,-0.013235,0.370672,-0.039309,-1.457016,-0.066982,1.529638,-1.003761,-1.113259,1.603803,1.595445,dos
-0.010092,-0.714171,-0.349275,2.329547,-0.039309,0.772093,3.512247,-0.720229,-1.021837,-1.135533,-0.641791,-0.640129,probe
-0.010089,-0.01506,-0.349275,-0.608766,-0.037789,0.772093,-0.280668,-0.72895,-0.985686,-1.090984,-0.641791,-0.640129,normal
-0.009982,-0.558813,-0.349275,-0.608766,-0.033354,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009991,-0.79185,3.403175,-0.608766,-0.039309,0.021475,-0.120404,-0.711509,-0.425345,-0.445024,-0.641791,-0.640129,normal
-0.00997,-0.558813,-0.349275,-0.608766,-0.034074,0.772093,-0.440932,-0.641746,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,1.227804,0.266799,0.370672,-0.039309,-0.888366,-0.013561,-0.353972,-0.931459,-1.046435,1.603803,1.595445,dos
-0.009998,-0.558813,-0.349275,-0.608766,0.037624,0.772093,-0.440932,-0.720229,-0.868195,1.069642,-0.641791,-0.640129,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,0.772093,-0.334089,3.718462,0.876093,0.690975,-0.641791,-0.640129,dos
-0.010092,1.693878,-0.013235,1.350109,-0.039309,-1.366032,-0.066982,1.634283,-0.904346,-1.024161,-0.641791,-0.640129,dos
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.138572,-0.173825,0.32622,-0.868195,-1.001886,1.603803,1.573089,dos
-0.010092,1.616199,-0.069241,0.370672,-0.039309,-1.479762,-0.173825,1.765089,-1.012799,-1.135533,1.603803,1.595445,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,0.722451,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.714171,4.971364,1.350109,-0.039309,-1.502509,4.42041,3.500451,-1.030875,-1.157808,-0.394776,-0.461283,probe
-0.010092,-0.714171,0.154785,-0.608766,-0.039309,-0.888366,-0.120404,-0.545821,-0.985686,-1.113259,-0.641791,-0.640129,probe
-0.010092,1.771557,-0.013235,0.370672,-0.039309,-1.43427,-0.066982,1.756368,-0.940497,-1.06871,1.603803,1.595445,dos
-0.01008,1.150125,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,1.192415,1.069642,-0.641791,-0.640129,normal
-0.00923,0.373335,-0.349275,-0.608766,-0.03556,0.772093,-0.280668,-0.72895,0.017506,-0.467298,-0.641791,-0.640129,normal
-0.010084,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.227246,-0.72895,-0.994724,-1.113259,-0.641791,-0.640129,normal
