@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-Elog(1+A)-Rlast-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
3.850148,2.484907,0,0,3.850148,normal
6.984716,2.772589,0,0,5.814131,normal
3.828641,2.484907,0,0,4.941642,normal
5.613128,3.135494,0,0,6.806829,normal
0,1.098612,0.058269,0.693147,0,dos
0,3.218876,0.058269,1.098612,0,dos
5.472271,1.386294,0,0,4.934474,normal
5.420535,1.386294,0,0,7.213768,normal
0,1.098612,0.058269,0.693147,0,dos
0,2.564949,0.058269,0.693147,0,dos
4.997212,0.693147,0.512824,0,0,normal
5.572154,1.386294,0,0,6.919684,normal
6.940222,3.258097,0,0,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.568345,1.386294,0,0,9.037533,normal
0,3.178054,0.076961,1.098612,0,dos
0,2.944439,0.067659,1.098612,0,dos
5.686975,1.386294,0,0,7.45008,normal
5.402677,1.386294,0,0,6.889591,normal
5.652489,1.386294,0,0,9.245032,normal
0,3.295837,0,1.609438,0,probe
5.736572,1.386294,0,0,9.686388,normal
5.814131,0,0,0,0,r2l
0,2.302585,0.270027,0.693147,0,dos
0,1.098612,0.067659,0.693147,0,dos
5.370638,1.386294,0,0,5.648974,normal
0,3.332205,0.04879,0.693147,0,dos
0,3.367296,0.04879,0.693147,0,dos
0,3.401197,0.058269,0.693147,0,dos
3.850148,2.484907,0.00995,0,4.369448,normal
6.618739,0,0,0,0,normal
0,3.433987,0.058269,0.693147,0,dos
2.197225,2.079442,0,0,0,probe
0,3.465736,0.067659,0.693147,0,dos
5.799093,1.386294,0,0,9.040501,normal
2.302585,0,0,0,0,normal
3.850148,2.484907,0,0,4.859812,normal
7.477038,0,0,0,0,normal
0,1.609438,0.058269,0.693147,0,dos
0.693147,0.693147,0,1.386294,0,probe
2.197225,2.397895,0,0,4.912655,normal
5.587249,1.386294,0,0,6.272877,normal
5.505332,0,0.512824,0,0,normal
5.690359,1.386294,0,0,6.144186,normal
0,3.295837,0.10436,0.693147,0,dos
5.433722,1.386294,0,0,8.829812,normal
6.940222,3.258097,0,0,0,dos
0,3.496508,0.058269,1.098612,0,dos
0,1.098612,0.067659,0.693147,0,dos
0,3.465736,0.04879,0.693147,0,dos
0,1.386294,0,1.098612,0,normal
0,0.693147,0.667829,1.098612,0,probe
0.693147,0.693147,0.086178,0,0,probe
0,3.526361,0.058269,0.693147,0,dos
3.433987,3.258097,0,0,0,normal
7.639642,2.772589,0,0,5.811141,normal
2.995732,0,0,0,0,normal
6.495266,2.772589,0,0,5.799093,normal
3.367296,1.098612,0.058269,0,0,dos
0,0,0.131028,0.693147,0,dos
0,1.098612,0.067659,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
6.981006,2.772589,0,0,5.899897,normal
5.411646,1.386294,0,0,6.487684,normal
5.860786,3.135494,0,0,7.078342,r2l
5.455321,1.386294,0,0,7.812378,normal
0,1.098612,0.067659,0.693147,0,dos
0,3.555348,0.058269,0.693147,0,dos
5.308268,1.386294,0,0,7.569928,normal
5.605802,1.386294,0,0,8.472614,normal
9.576163,0,0,0,0,normal
5.429346,1.386294,0,0,9.355739,normal
0,1.098612,0.41871,1.098612,0,probe
5.420535,1.386294,0,0,7.802209,normal
5.17615,1.386294,0,0,6.056784,normal
0,3.583519,0.058269,0.693147,0,dos
5.429346,1.386294,0,0,6.637258,normal
6.75227,2.772589,0,0,6.356108,normal
6.851185,2.772589,0,0,5.802118,normal
6.861711,2.772589,0.693147,0,5.78996,normal
0,2.639057,0.058269,0.693147,0,dos
5.117994,1.386294,0,0,10.45337,normal
5.726848,1.386294,0,0,7.900637,normal
0,1.94591,0.04879,0.693147,0,dos
0,1.098612,0.693147,1.098612,0,probe
7.300473,3.258097,0,0,0,dos
0,3.526361,0.04879,0.693147,0,dos
5.749393,1.386294,0,0,9.053687,normal
0,3.610918,0.04879,0.693147,0,dos
0,3.637586,0.058269,0.693147,0,dos
5.655992,1.386294,0,0,8.701014,normal
5.42495,1.386294,0,0,7.252762,normal
5.549076,1.386294,0,0,9.47155,normal
8.227108,2.772589,0,0,6.109248,normal
5.4161,1.386294,0,0,6.109248,normal
0,3.663562,0.067659,0.693147,0,dos
6.725034,0,0,0,0,r2l
0,2.397895,0.058269,0.693147,0,dos
2.197225,2.079442,0,0,0,probe
5.308268,1.386294,0,0,5.135798,normal
5.655992,1.386294,0,0,5.720312,normal
0,3.688879,0.04879,0.693147,0,dos
8.912339,0,0,0,0,normal
5.293305,1.386294,0,0,9.463819,normal
7.745436,2.772589,0,0,5.796058,normal
5.805135,1.386294,0,0,6.862758,normal
4.189655,2.995732,0.198851,0,0,normal
3.367296,1.098612,0,0,0,dos
3.828641,2.484907,0,0,4.356709,normal
0,3.135494,0.058269,1.791759,0,dos
0,3.044522,0.067659,0.693147,0,dos
0,3.688879,0.067659,0.693147,0,dos
2.302585,2.397895,0,0,4.962845,normal
5.648974,1.386294,0,0,6.816736,normal
5.402677,1.386294,0,0,7.489971,normal
2.944439,2.079442,0,0,0,probe
0,3.332205,0.058269,0.693147,0,dos
0,2.302585,0.122218,0.693147,0,dos
0,0,0.058269,0.693147,0,dos
5.713733,1.386294,0,0,7.230563,normal
0,1.098612,0.086178,0.693147,0,dos
2.197225,2.079442,0,0,0,probe
0,1.098612,0.058269,0.693147,0,dos
5.874931,1.386294,0,0,6.769642,normal
2.197225,2.079442,0,0,0,probe
4.672829,2.302585,0,0,7.292337,normal
5.659482,1.386294,0,0,7.261225,normal
0.693147,0.693147,0,1.386294,0,probe
0,3.713572,0,1.609438,0,probe
6.940222,3.258097,0,0,0,dos
5.129899,1.386294,0,0,9.164506,normal
5.476464,1.386294,0,0,6.76273,normal
0,1.098612,0,1.386294,0,probe
5.676754,1.386294,0,0,9.246672,normal
0,3.332205,0.04879,0.693147,0,dos
6.620073,2.772589,0,0,5.802118,normal
5.293305,1.386294,0,0,8.842893,normal
0,2.197225,0.058269,1.098612,0,dos
5.123964,1.386294,0,0,6.565265,normal
5.488938,1.386294,0,0,6.747587,normal
5.823046,1.386294,0,0,8.119994,normal
6.593045,2.772589,0,0,5.796058,normal
2.197225,2.079442,0,0,0,probe
0,2.833213,0.058269,0.693147,0,dos
5.407172,1.386294,0,0,7.302496,normal
0,3.044522,0.058269,1.098612,0,dos
0,1.386294,0,1.098612,0,normal
3.850148,2.484907,0,0,4.905275,normal
5.509388,1.386294,0,0,7.908387,normal
5.407172,1.386294,0,0,6.648985,normal
0,3.332205,0.04879,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.63479,2.302585,0,0,9.169414,normal
5.42495,1.386294,0,0,6.480045,normal
5.703782,1.386294,0,0,6.104793,normal
0,1.386294,0.254642,0.693147,0,dos
2.564949,0,0,0,0,normal
5.641907,1.386294,0,0,7.57661,normal
0,3.178054,0.04879,0.693147,0,dos
3.7612,2.484907,0,0,3.7612,normal
0,3.135494,0.058269,0.693147,0,dos
0,3.73767,0.067659,0.693147,0,dos
5.575949,1.386294,0,0,6.118097,normal
0.693147,1.098612,0,1.386294,0,probe
0,3.135494,0,1.791759,0,normal
0,1.098612,0.058269,0.693147,0,dos
0,3.713572,0.067659,0.693147,0,dos
5.648974,1.386294,0,0,7.591357,normal
5.087596,1.386294,0,0,8.618124,normal
5.356586,1.386294,0,0,5.774552,normal
5.308268,1.386294,0,0,7.439559,normal
2.197225,2.079442,0,0,0,probe
4.997212,0.693147,0.512824,0,0,normal
0,1.098612,0.04879,0.693147,0,dos
6.342121,0,0,0,0,normal
0,3.7612,0.067659,1.098612,0,dos
0,2.302585,0.086178,0.693147,0,dos
15.450894,0,0,0,0,r2l
5.771441,1.386294,0,0,6.042633,normal
2.197225,2.079442,0,0,0,probe
0,2.772589,0,0.693147,0,normal
5.32301,1.386294,0,0,7.114769,normal
0,3.73767,0,1.386294,0,probe
9.248599,0,0,0,0,normal
0,2.890372,0.058269,0.693147,0,dos
5.843544,1.386294,0,0,6.352629,normal
0,3.78419,0.058269,1.791759,0,dos
0,2.944439,0.04879,0.693147,0,dos
5.497168,1.386294,0,0,6.71174,normal
6.940222,3.258097,0,0,0,dos
2.197225,2.079442,0,0,0,probe
0,1.098612,0.693147,1.098612,0,probe
4.663439,1.098612,0.512824,0,4.990433,normal
0,1.098612,0.04879,0.693147,0,dos
6.985642,2.772589,0,0,5.793014,normal
0,2.302585,0.04879,0.693147,0,dos
0,1.098612,0.067659,0.693147,0,dos
0,2.70805,0.058269,0.693147,0,dos
6.489205,2.772589,0.693147,0,5.78996,normal
0,3.401197,0.058269,0.693147,0,dos
5.652489,1.386294,0,0,6.641182,normal
5.568345,1.386294,0,0,9.645753,normal
5.762051,1.386294,0,0,5.755742,normal
3.526361,2.484907,0,0,0,normal
0,1.098612,0.693147,1.098612,0,probe
0,1.098612,0,1.386294,0,probe
3.806662,2.484907,0,0,4.26268,normal
5.375278,1.386294,0,0,6.371612,normal
0,1.098612,0.067659,0.693147,0,dos
5.808142,1.386294,0,0,7.953318,normal
6.886532,2.772589,0,0,5.814131,normal
5.693732,1.386294,0,0,8.643121,normal
0,2.302585,0.058269,0.693147,0,dos
0,1.098612,0.058269,1.098612,0,dos
5.370638,1.386294,0,0,9.20904,normal
0,1.098612,0.067659,0.693147,0,dos
3.89182,3.806662,0,0,3.89182,normal
5.42495,1.386294,0,0,7.171657,normal
0,3.178054,0.067659,0.693147,0,dos
4.369448,2.995732,0.09531,0,0,normal
0,1.098612,0.067659,0.693147,0,dos
0,1.386294,0,1.098612,0,normal
0,3.828641,0.058269,0.693147,0,dos
0,1.098612,0,1.098612,0,probe
0,1.098612,0.693147,1.098612,0,probe
5.686975,1.386294,0,0,8.110127,normal
0,2.564949,0.04879,0.693147,0,dos
5.398163,1.386294,0,0,7.130899,normal
0,0.693147,0.693147,1.098612,0,probe
5.283204,1.386294,0,0,8.096513,normal
0,1.386294,0.058269,0.693147,0,dos
5.793014,1.386294,0,0,8.408048,normal
0,2.639057,0.067659,1.098612,0,dos
5.768321,0,0,0,0,normal
6.992096,2.772589,0,0,5.713733,normal
5.351858,1.386294,0,0,8.230844,normal
0,3.713572,0.058269,0.693147,0,dos
0,1.386294,0,1.098612,0,normal
5.459586,1.386294,0,0,8.745603,normal
2.197225,2.079442,0,0,0,probe
10.906708,1.386294,0,0,9.025816,dos
5.472271,1.386294,0,0,7.287561,normal
0,0,0.09531,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.303305,1.386294,0,0,6.862758,normal
5.393628,1.386294,0,0,6.489205,normal
5.652489,1.386294,0,0,8.68643,normal
0,3.850148,0.067659,0.693147,0,dos
5.786897,1.386294,0,0,6.056784,normal
0,3.871201,0.067659,0.693147,0,dos
3.433987,2.079442,0,0,0,normal
5.817111,1.386294,0,0,8.974998,normal
3.610918,2.484907,0,0,0,normal
0,1.098612,0.076961,0.693147,0,dos
3.78419,2.484907,0,0,3.78419,normal
0,3.871201,0.058269,0.693147,0,dos
0,1.386294,0,1.098612,0,normal
0,1.098612,0.131028,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.379897,1.386294,0,0,7.579168,normal
0,2.890372,0.04879,0.693147,0,dos
3.806662,2.484907,0,0,4.369448,normal
5.852202,1.386294,0,0,9.001346,normal
6.347389,2.772589,0,0,5.638355,normal
5.393628,1.386294,0,0,9.772296,normal
4.990433,0.693147,0.693147,0,0,normal
0,3.135494,0.058269,0.693147,0,dos
0,1.098612,0.04879,0.693147,0,dos
0,1.098612,0.067659,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
0.693147,1.098612,0,1.386294,0,probe
0,1.098612,0.10436,0.693147,0,dos
2.944439,2.079442,0,0,0,probe
0,3.73767,0,0,1.609438,normal
5.455321,1.386294,0,0,6.36647,normal
0,2.397895,0.04879,0.693147,0,dos
5.624018,0,0,0,0,normal
3.806662,2.484907,0,0,4.941642,normal
2.197225,2.079442,0,0,0,probe
7.511525,2.302585,0,0,11.909841,normal
5.303305,1.386294,0,0,6.639876,normal
3.850148,2.484907,0,0,3.850148,normal
0,1.098612,0.04879,0.693147,0,dos
0,2.302585,0,0.693147,0,dos
5.379897,1.386294,0,0,8.572628,normal
0,3.78419,0.058269,1.791759,0,dos
5.459586,1.386294,0,0,6.905753,normal
5.398163,1.386294,0,0,7.404888,normal
0,3.663562,0.058269,0.693147,0,dos
4.663439,1.098612,0.254642,0,4.990433,normal
0,1.386294,0,1.098612,0,normal
0,2.70805,0.058269,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.666427,1.386294,0,0,7.96624,normal
0,2.890372,0.067659,1.791759,0,dos
0,1.098612,0.067659,0.693147,0,dos
0.693147,1.098612,0.157004,0,0,probe
3.367296,1.098612,0,0,0,dos
5.63479,1.386294,0,0,6.204558,normal
6.940222,3.258097,0,0,0,dos
5.26269,0,0,0,0,normal
4.663439,2.302585,0,0,7.245655,normal
0,1.098612,0,1.098612,0,probe
7.193686,2.772589,0,0,5.645447,normal
6.25575,3.258097,0,0,0,dos
0,0,0.086178,0.693147,0,dos
5.442418,1.386294,0,0,5.894403,normal
3.806662,2.484907,0,0,4.70953,normal
5.605802,1.386294,0,0,8.183956,normal
5.192957,1.386294,0,0,7.41998,normal
6.74876,0,0,0,0,normal
5.407172,1.386294,0,0,5.739793,normal
5.752573,1.386294,0,0,8.327968,normal
0,3.663562,0.058269,1.791759,0,dos
5.442418,1.386294,0,0,8.836519,normal
0,3.465736,0.076961,0.693147,0,dos
0,3.89182,0.058269,0.693147,0,dos
6.754604,2.772589,0,0,5.793014,normal
5.459586,1.386294,0,0,7.443078,normal
6.940222,3.258097,0,0,0,dos
3.367296,1.098612,0,0,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.375278,1.386294,0,0,8.759041,normal
3.850148,2.484907,0,0,3.850148,normal
4.663439,1.098612,0,0,4.990433,normal
0,1.098612,0.039221,0.693147,0,dos
0,1.098612,0.10436,0.693147,0,dos
0,2.833213,0.058269,0.693147,0,dos
5.723585,1.386294,0,0,7.827241,normal
0,1.098612,0.076961,1.098612,0,dos
5.820083,1.386294,0,0,9.665738,normal
0,2.833213,0.058269,0.693147,0,dos
0,1.098612,0.067659,0.693147,0,dos
4.997212,0.693147,0,0,4.663439,normal
5.817111,1.386294,0,0,7.100852,normal
0,2.302585,0.04879,0.693147,0,dos
5.828946,1.386294,0,0,5.488938,normal
5.762051,1.386294,0,0,8.085179,normal
0,1.098612,0.058269,0.693147,0,dos
10.906708,1.386294,0,0,9.025816,dos
0,3.332205,0.067659,0.693147,0,dos
3.7612,2.484907,0,0,4.882802,normal
6.89467,2.772589,0,0,5.910797,normal
0,1.098612,0.076961,0.693147,0,dos
5.214936,2.995732,0,0,0,normal
0,1.098612,0.067659,1.098612,0,dos
6.006353,1.386294,0,0,10.076894,normal
0,3.610918,0.04879,0.693147,0,dos
6.666957,2.772589,0,0,5.793014,normal
5.556828,1.386294,0,0,8.367068,normal
0,3.663562,0.058269,0.693147,0,dos
2.197225,2.079442,0,0,0,probe
5.765191,1.386294,0,0,7.882315,normal
0,1.098612,0.067659,1.098612,0,dos
0,3.912023,0.058269,0.693147,0,dos
0,3.73767,0.058269,0.693147,0,dos
5.379897,1.386294,0,0,7.123673,normal
0,1.098612,0.41871,1.386294,0,probe
5.676754,1.386294,0,0,5.771441,normal
5.4161,1.386294,0,0,6.304449,normal
0,0,0.688135,1.098612,0,probe
0,3.091042,0.067659,0.693147,0,dos
2.890372,2.484907,0,0,3.7612,normal
0,1.098612,0.058269,0.693147,0,dos
3.401197,2.484907,0,0,3.401197,normal
4.663439,1.098612,0,0,4.997212,normal
3.433987,2.079442,0.223144,0,0,normal
5.786897,1.386294,0,0,9.463819,normal
0,3.663562,0.058269,0.693147,0,dos
0,1.386294,0,1.098612,0,normal
2.564949,0,0,0,0,normal
5.361292,1.386294,0,0,6.72022,normal
5.484797,1.386294,0,0,7.297091,normal
5.680173,1.386294,0,0,9.488502,normal
5.153292,1.386294,0,0,9.456732,normal
0,1.098612,0.058269,0.693147,0,dos
5.739793,1.386294,0,0,6.670766,normal
3.806662,2.484907,0,0,4.859812,normal
4.983607,0.693147,0.512824,0,0,normal
7.12206,3.135494,0,0,7.804659,r2l
2.197225,2.079442,0,0,0,probe
3.828641,2.484907,0,0,3.828641,normal
0,1.098612,0.693147,1.386294,0,probe
7.3473,2.772589,0,0,5.894403,normal
7.177019,2.772589,0,0,5.796058,normal
5.877736,1.386294,0,0,7.026427,normal
5.899897,1.386294,0,0,8.841448,normal
5.805135,1.386294,0,0,6.65544,normal
3.433987,2.079442,0.693147,0,0,normal
0,1.098612,0.058269,0.693147,0,dos
0,3.78419,0.058269,0.693147,0,dos
5.513429,1.386294,0,0,8.928905,normal
5.70711,1.386294,0,0,7.518607,normal
0,2.197225,0.058269,0.693147,0,dos
5.874931,1.386294,0,0,7.654443,normal
0,2.397895,0.058269,0.693147,0,dos
5.758902,1.386294,0,0,7.13966,normal
3.806662,2.484907,0,0,4.919981,normal
7.285507,3.135494,0,0,8.331586,normal
0,2.639057,0.04879,0.693147,0,dos
4.990433,0.693147,0.405465,0,4.663439,normal
0,1.098612,0,1.386294,0,probe
0,2.70805,0.058269,1.098612,0,dos
0.693147,1.098612,0,0,0,probe
0,2.302585,0.04879,0.693147,0,dos
0,3.496508,0.058269,0.693147,0,dos
4.990433,0.693147,0.470004,0,4.663439,normal
0,1.098612,0.139762,0.693147,0,dos
9.532061,2.772589,0,1.791759,7.995307,normal
0,2.397895,0.04879,0.693147,0,dos
6.81564,2.772589,0.693147,0,5.786897,normal
0,2.772589,0,0.693147,0,dos
5.638355,1.386294,0,0,8.111628,normal
0,3.931826,0.067659,0.693147,0,dos
0,1.098612,0.04879,0.693147,0,dos
3.73767,2.484907,0,0,3.73767,normal
2.397895,2.397895,0,0,4.941642,normal
5.743003,1.386294,0,0,6.192362,normal
5.641907,1.386294,0,0,7.465083,normal
5.697093,1.386294,0,0,7.159292,normal
0,3.218876,0.067659,0.693147,0,dos
3.78419,2.484907,0.00995,0,4.290459,normal
0,2.397895,0.058269,0.693147,0,dos
5.814131,0,0,0,0,r2l
2.197225,2.079442,0,0,0,probe
5.375278,1.386294,0,0,9.148465,normal
0,2.70805,0.223144,0.693147,0,dos
0,1.386294,0,1.098612,0,normal
6.248043,0.693147,0,0,1.609438,normal
0,1.098612,0,1.098612,0,probe
0,3.178054,0.058269,0.693147,0,dos
0,1.098612,0.058269,1.098612,0,dos
0,3.73767,0.067659,0.693147,0,dos
3.806662,2.484907,0.512824,0,3.806662,normal
0,3.73767,0.058269,1.791759,0,dos
6.517671,2.772589,0,0,5.796058,normal
5.814131,1.386294,0,0,6.122493,normal
0,1.098612,0.067659,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.32301,1.386294,0,0,7.375882,normal
6.25575,3.258097,0,0,0,dos
0,2.70805,0.058269,0.693147,0,dos
5.26269,1.386294,0,0,5.710427,normal
2.944439,2.079442,0,0,0,probe
0,2.890372,0.058269,0.693147,0,dos
0,2.944439,0.04879,0.693147,0,dos
0,3.135494,0.058269,0.693147,0,dos
5.549076,1.386294,0,0,8.40894,normal
4.174387,2.079442,0,0,0,normal
3.850148,2.484907,0,0,4.919981,normal
0,1.098612,0.067659,0.693147,0,dos
5.398163,1.386294,0,0,5.537334,normal
3.73767,2.484907,0,0,4.770685,normal
5.517453,1.386294,0,0,7.746733,normal
7.131699,3.135494,0,0,7.804659,r2l
0,3.465736,0.058269,1.098612,0,dos
3.806662,2.484907,0,0,4.26268,normal
5.347108,2.302585,0,0,7.509335,normal
8.681351,0.693147,0.270027,0,0,normal
2.197225,2.079442,0,0,0,probe
5.624018,1.386294,0,0,7.477604,normal
5.446737,1.386294,0,0,7.742836,normal
0,1.386294,0.058269,0.693147,0,dos
5.746203,1.386294,0,0,6.047372,normal
0.693147,1.609438,0,1.386294,0,probe
0,3.828641,0.04879,0.693147,0,dos
3.401197,2.484907,0.693147,0,0,normal
9.490998,0,0,0,0,normal
0,0,0.058269,0.693147,0,dos
2.197225,2.397895,0,0,5.411646,normal
0,3.951244,0.04879,0.693147,0,dos
3.806662,2.484907,0.00995,0,4.382027,normal
0,1.098612,0.076961,0.693147,0,dos
0,1.098612,0.058269,0.693147,0,dos
5.783825,1.386294,0,0,9.273127,normal
0,1.098612,0.058269,0.693147,0,dos
2.944439,2.079442,0,0,0,probe
5.874931,1.386294,0,0,6.489205,normal
0.693147,0.693147,0,1.386294,0,probe
0,1.098612,0.058269,0.693147,0,dos
10.906708,1.386294,0,0,9.025816,dos
5.327876,1.386294,0,0,5.537334,normal
0,1.94591,0.067659,1.098612,0,dos
5.786897,1.386294,0,0,6.625392,normal
0,3.367296,0.067659,1.098612,0,dos
5.451038,1.386294,0,0,5.267858,normal
6.787845,2.772589,0,0,5.78996,normal
5.768321,1.386294,0,0,8.14119,normal
0,2.564949,0.04879,0.693147,0,dos
0,1.098612,0,1.098612,0,probe
4.997212,1.386294,0,0,9.404426,normal
7.280697,2.772589,0,0,5.802118,normal
10.906708,1.386294,0,0,9.025816,dos
5.463832,1.386294,0,0,7.544332,normal
0,1.098612,0,1.386294,0,probe
0,1.098612,0.41211,1.098612,0,probe
5.703782,1.386294,0,0,7.340187,normal
