@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-Elog(1+A)-Rlast-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,27,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute same_srv_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
5.375278,1.386294,0,0,9.259131,0.693147,normal
5.488938,1.386294,0,0,7.244942,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
0,2.397895,0.067659,0.693147,0,0.24686,dos
5.717028,1.386294,0,0,6.320768,0.693147,normal
0,1.098612,0.693147,1.098612,0,0.405465,probe
3.828641,2.484907,0,0,3.828641,0.693147,normal
4.663439,1.098612,0,0,4.997212,0.693147,normal
3.78419,2.484907,0,0,3.78419,0.693147,normal
0,2.564949,0.058269,0.693147,0,0.076961,dos
5.783825,1.386294,0,0,7.741968,0.693147,normal
0,2.639057,0.067659,0.693147,0,0.058269,dos
0,0,0.076961,0.693147,0,0.198851,dos
0,2.70805,0.058269,0.693147,0,0.04879,dos
7.372746,2.772589,0,0,5.921578,0.693147,normal
4.990433,0.693147,0.405465,0,4.663439,0.405465,normal
5.673323,1.386294,0,0,8.008698,0.693147,normal
0,2.833213,0.076961,0.693147,0,0.09531,dos
3.367296,1.098612,0,0,0,0.693147,dos
5.545177,1.386294,0,0,6.759255,0.693147,normal
5.814131,0,0,0,0,0.693147,r2l
0,0,0.04879,0.693147,0,0.067659,dos
5.713733,1.386294,0,0,6.212606,0.693147,normal
0,1.098612,0.09531,1.098612,0,0.067659,dos
3.367296,1.098612,0,0,0,0.693147,dos
5.398163,1.386294,0,0,7.243513,0.693147,normal
3.78419,2.484907,0,0,4.248495,0.693147,normal
3.806662,2.484907,0,0,4.89784,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
0,2.890372,0.058269,0.693147,0,0.067659,dos
0,2.397895,0.076961,0.693147,0,0.405465,dos
3.78419,2.484907,0,0,3.78419,0.693147,normal
6.464588,0,0,0,0,0.693147,normal
0,1.098612,0.058269,1.098612,0,0.019803,dos
0,1.098612,0.693147,1.098612,0,0.00995,probe
5.739793,1.386294,0,0,7.935587,0.693147,normal
0,1.098612,0.076961,1.098612,0,0.14842,dos
6.546785,2.772589,0,0,5.811141,0.693147,normal
0,2.944439,0,1.386294,0,0.693147,probe
0,1.386294,0.076961,0.693147,0,0.314811,dos
0,2.944439,0.058269,1.098612,0,0.058269,dos
0,2.564949,0.058269,0.693147,0,0.113329,dos
5.402677,1.386294,0,0,7.965198,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.10436,dos
5.204007,2.995732,0.512824,0,0,0.512824,normal
3.7612,2.484907,0,0,3.7612,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.039221,dos
2.564949,0,0,0,0,0.693147,normal
0,3.044522,0.058269,0.693147,0,0.029559,dos
5.351858,1.386294,0,0,7.934155,0.693147,normal
5.774552,1.386294,0,0,8.64541,0.693147,normal
0,1.098612,0.058269,1.098612,0,0.029559,dos
5.799093,1.386294,0,0,8.289791,0.693147,normal
0,2.639057,0.067659,1.098612,0,0.04879,dos
0,3.091042,0.04879,0.693147,0,0.086178,dos
2.197225,2.079442,0,0,0,0.693147,probe
5.771441,1.386294,0,0,5.940171,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.029559,dos
5.420535,1.386294,0,0,8.232972,0.693147,normal
0,3.135494,0.058269,0.693147,0,0.04879,dos
0,1.098612,0.04879,1.098612,0,0.10436,dos
4.990433,0.693147,0.512824,0,4.663439,0.512824,normal
5.513429,1.386294,0,0,7.256297,0.693147,normal
5.869297,1.386294,0,0,7.302496,0.693147,normal
3.806662,2.484907,0.019803,0,3.806662,0.688135,normal
0,1.098612,0.04879,1.098612,0,0.113329,dos
0,2.833213,0.058269,0.693147,0,0.019803,dos
8.028129,2.772589,0,0,5.805135,0.693147,normal
4.634729,0.693147,0,0,4.634729,0.693147,normal
5.560682,1.386294,0,0,6.621406,0.693147,normal
4.997212,0.693147,0,0,4.663439,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.113329,dos
0,1.386294,0,0,5.872118,0.693147,normal
5.736572,1.386294,0,0,5.726848,0.693147,normal
0,1.386294,0,1.098612,0,0.693147,normal
5.631212,1.386294,0,0,8.885718,0.693147,normal
3.367296,1.098612,0,0,0,0.693147,dos
5.749393,1.386294,0,0,6.635947,0.693147,normal
5.393628,1.386294,0,0,7.100852,0.693147,normal
5.505332,1.386294,0,0,9.123256,0.693147,normal
5.796058,1.386294,0,0,7.716015,0.693147,normal
0,1.386294,0,1.098612,0,0.693147,normal
5.529429,1.386294,0,0,5.710427,0.693147,normal
7.644919,2.772589,0.693147,0,5.817111,0.405465,normal
0,1.386294,0,1.098612,0,0.693147,normal
5.472271,1.386294,0,0,6.238325,0.693147,normal
5.783825,1.386294,0,0,6.068426,0.693147,normal
0.693147,1.098612,0,1.386294,0,0.693147,probe
0,2.70805,0.04879,1.098612,0,0.139762,dos
4.663439,1.098612,0.405465,0,4.983607,0.223144,normal
5.389072,1.386294,0,0,6.882437,0.693147,normal
5.786897,1.386294,0,0,7.882315,0.693147,normal
0,2.639057,0.067659,1.098612,0,0.076961,dos
0,3.178054,0.067659,1.098612,0,0.067659,dos
0,2.833213,0.067659,0.693147,0,0.029559,dos
5.796058,1.386294,0,0,5.620401,0.693147,normal
0,3.178054,0.04879,0.693147,0,0.019803,dos
2.302585,2.397895,0,0,4.934474,0.693147,normal
3.850148,2.484907,0,0,3.850148,0.693147,normal
6.984716,2.772589,0,0,5.814131,0.693147,normal
3.828641,2.484907,0,0,4.941642,0.693147,normal
5.613128,3.135494,0,0,6.806829,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.10436,dos
0,3.218876,0.058269,1.098612,0,0.039221,dos
5.472271,1.386294,0,0,4.934474,0.693147,normal
5.420535,1.386294,0,0,7.213768,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.058269,dos
0,2.564949,0.058269,0.693147,0,0.076961,dos
4.997212,0.693147,0.512824,0,0,0.285179,normal
5.572154,1.386294,0,0,6.919684,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
0,1.098612,0.058269,0.693147,0,0.113329,dos
5.568345,1.386294,0,0,9.037533,0.693147,normal
0,3.178054,0.076961,1.098612,0,0.058269,dos
0,2.944439,0.067659,1.098612,0,0.00995,dos
5.686975,1.386294,0,0,7.45008,0.693147,normal
5.402677,1.386294,0,0,6.889591,0.693147,normal
5.652489,1.386294,0,0,9.245032,0.693147,normal
0,3.295837,0,1.609438,0,0.693147,probe
5.736572,1.386294,0,0,9.686388,0.693147,normal
5.814131,0,0,0,0,0.693147,r2l
0,2.302585,0.270027,0.693147,0,0.270027,dos
0,1.098612,0.067659,0.693147,0,0.00995,dos
5.370638,1.386294,0,0,5.648974,0.693147,normal
0,3.332205,0.04879,0.693147,0,0.039221,dos
0,3.367296,0.04879,0.693147,0,0.058269,dos
0,3.401197,0.058269,0.693147,0,0.09531,dos
3.850148,2.484907,0.00995,0,4.369448,0.693147,normal
6.618739,0,0,0,0,0.693147,normal
0,3.433987,0.058269,0.693147,0,0.173953,dos
2.197225,2.079442,0,0,0,0.693147,probe
0,3.465736,0.067659,0.693147,0,0.00995,dos
5.799093,1.386294,0,0,9.040501,0.693147,normal
2.302585,0,0,0,0,0.693147,normal
3.850148,2.484907,0,0,4.859812,0.693147,normal
7.477038,0,0,0,0,0.693147,normal
0,1.609438,0.058269,0.693147,0,0.019803,dos
0.693147,0.693147,0,1.386294,0,0.693147,probe
2.197225,2.397895,0,0,4.912655,0.693147,normal
5.587249,1.386294,0,0,6.272877,0.693147,normal
5.505332,0,0.512824,0,0,0.512824,normal
5.690359,1.386294,0,0,6.144186,0.693147,normal
0,3.295837,0.10436,0.693147,0,0.239017,dos
5.433722,1.386294,0,0,8.829812,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
0,3.496508,0.058269,1.098612,0,0.058269,dos
0,1.098612,0.067659,0.693147,0,0.14842,dos
0,3.465736,0.04879,0.693147,0,0.00995,dos
0,1.386294,0,1.098612,0,0.693147,normal
0,0.693147,0.667829,1.098612,0,0,probe
0.693147,0.693147,0.086178,0,0,0.239017,probe
0,3.526361,0.058269,0.693147,0,0.029559,dos
3.433987,3.258097,0,0,0,0.693147,normal
7.639642,2.772589,0,0,5.811141,0.693147,normal
2.995732,0,0,0,0,0.693147,normal
6.495266,2.772589,0,0,5.799093,0.693147,normal
3.367296,1.098612,0.058269,0,0,0.678034,dos
0,0,0.131028,0.693147,0,0.067659,dos
0,1.098612,0.067659,0.693147,0,0.157004,dos
0,1.098612,0.058269,0.693147,0,0.04879,dos
6.981006,2.772589,0,0,5.899897,0.693147,normal
5.411646,1.386294,0,0,6.487684,0.693147,normal
5.860786,3.135494,0,0,7.078342,0.693147,r2l
5.455321,1.386294,0,0,7.812378,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.039221,dos
0,3.555348,0.058269,0.693147,0,0.076961,dos
5.308268,1.386294,0,0,7.569928,0.693147,normal
5.605802,1.386294,0,0,8.472614,0.693147,normal
9.576163,0,0,0,0,0.693147,normal
5.429346,1.386294,0,0,9.355739,0.693147,normal
0,1.098612,0.41871,1.098612,0,0,probe
5.420535,1.386294,0,0,7.802209,0.693147,normal
5.17615,1.386294,0,0,6.056784,0.693147,normal
0,3.583519,0.058269,0.693147,0,0.09531,dos
5.429346,1.386294,0,0,6.637258,0.693147,normal
6.75227,2.772589,0,0,6.356108,0.693147,normal
6.851185,2.772589,0,0,5.802118,0.693147,normal
6.861711,2.772589,0.693147,0,5.78996,0.405465,normal
0,2.639057,0.058269,0.693147,0,0.086178,dos
5.117994,1.386294,0,0,10.45337,0.693147,normal
5.726848,1.386294,0,0,7.900637,0.693147,normal
0,1.94591,0.04879,0.693147,0,0.139762,dos
0,1.098612,0.693147,1.098612,0,0.00995,probe
7.300473,3.258097,0,0,0,0.693147,dos
0,3.526361,0.04879,0.693147,0,0.058269,dos
5.749393,1.386294,0,0,9.053687,0.693147,normal
0,3.610918,0.04879,0.693147,0,0.076961,dos
0,3.637586,0.058269,0.693147,0,0.086178,dos
5.655992,1.386294,0,0,8.701014,0.693147,normal
5.42495,1.386294,0,0,7.252762,0.693147,normal
5.549076,1.386294,0,0,9.47155,0.693147,normal
8.227108,2.772589,0,0,6.109248,0.693147,normal
5.4161,1.386294,0,0,6.109248,0.693147,normal
0,3.663562,0.067659,0.693147,0,0.029559,dos
6.725034,0,0,0,0,0.693147,r2l
0,2.397895,0.058269,0.693147,0,0.076961,dos
2.197225,2.079442,0,0,0,0.693147,probe
5.308268,1.386294,0,0,5.135798,0.693147,normal
5.655992,1.386294,0,0,5.720312,0.693147,normal
0,3.688879,0.04879,0.693147,0,0.173953,dos
8.912339,0,0,0,0,0.693147,normal
5.293305,1.386294,0,0,9.463819,0.693147,normal
7.745436,2.772589,0,0,5.796058,0.693147,normal
5.805135,1.386294,0,0,6.862758,0.693147,normal
4.189655,2.995732,0.198851,0,0,0.198851,normal
3.367296,1.098612,0,0,0,0.693147,dos
3.828641,2.484907,0,0,4.356709,0.693147,normal
0,3.135494,0.058269,1.791759,0,0.00995,dos
0,3.044522,0.067659,0.693147,0,0.029559,dos
0,3.688879,0.067659,0.693147,0,0.019803,dos
2.302585,2.397895,0,0,4.962845,0.693147,normal
5.648974,1.386294,0,0,6.816736,0.693147,normal
5.402677,1.386294,0,0,7.489971,0.693147,normal
2.944439,2.079442,0,0,0,0.693147,probe
0,3.332205,0.058269,0.693147,0,0.00995,dos
0,2.302585,0.122218,0.693147,0,0.067659,dos
0,0,0.058269,0.693147,0,0.029559,dos
5.713733,1.386294,0,0,7.230563,0.693147,normal
0,1.098612,0.086178,0.693147,0,0.058269,dos
2.197225,2.079442,0,0,0,0.693147,probe
0,1.098612,0.058269,0.693147,0,0.067659,dos
5.874931,1.386294,0,0,6.769642,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
4.672829,2.302585,0,0,7.292337,0.693147,normal
5.659482,1.386294,0,0,7.261225,0.693147,normal
0.693147,0.693147,0,1.386294,0,0.693147,probe
0,3.713572,0,1.609438,0,0.693147,probe
6.940222,3.258097,0,0,0,0.693147,dos
5.129899,1.386294,0,0,9.164506,0.693147,normal
5.476464,1.386294,0,0,6.76273,0.693147,normal
0,1.098612,0,1.386294,0,0.693147,probe
5.676754,1.386294,0,0,9.246672,0.693147,normal
0,3.332205,0.04879,0.693147,0,0.09531,dos
6.620073,2.772589,0,0,5.802118,0.693147,normal
5.293305,1.386294,0,0,8.842893,0.693147,normal
0,2.197225,0.058269,1.098612,0,0.039221,dos
5.123964,1.386294,0,0,6.565265,0.693147,normal
5.488938,1.386294,0,0,6.747587,0.693147,normal
5.823046,1.386294,0,0,8.119994,0.693147,normal
6.593045,2.772589,0,0,5.796058,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
0,2.833213,0.058269,0.693147,0,0,dos
5.407172,1.386294,0,0,7.302496,0.693147,normal
0,3.044522,0.058269,1.098612,0,0.04879,dos
0,1.386294,0,1.098612,0,0.693147,normal
3.850148,2.484907,0,0,4.905275,0.693147,normal
5.509388,1.386294,0,0,7.908387,0.693147,normal
5.407172,1.386294,0,0,6.648985,0.693147,normal
0,3.332205,0.04879,0.693147,0,0.039221,dos
0,1.098612,0.058269,0.693147,0,0.04879,dos
5.63479,2.302585,0,0,9.169414,0.693147,normal
5.42495,1.386294,0,0,6.480045,0.693147,normal
5.703782,1.386294,0,0,6.104793,0.693147,normal
0,1.386294,0.254642,0.693147,0,0.357674,dos
2.564949,0,0,0,0,0.693147,normal
5.641907,1.386294,0,0,7.57661,0.693147,normal
0,3.178054,0.04879,0.693147,0,0.165514,dos
3.7612,2.484907,0,0,3.7612,0.693147,normal
0,3.135494,0.058269,0.693147,0,0.019803,dos
0,3.73767,0.067659,0.693147,0,0.04879,dos
5.575949,1.386294,0,0,6.118097,0.693147,normal
0.693147,1.098612,0,1.386294,0,0.693147,probe
0,3.135494,0,1.791759,0,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.09531,dos
0,3.713572,0.067659,0.693147,0,0.039221,dos
5.648974,1.386294,0,0,7.591357,0.693147,normal
5.087596,1.386294,0,0,8.618124,0.693147,normal
5.356586,1.386294,0,0,5.774552,0.693147,normal
5.308268,1.386294,0,0,7.439559,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
4.997212,0.693147,0.512824,0,0,0.285179,normal
0,1.098612,0.04879,0.693147,0,0.198851,dos
6.342121,0,0,0,0,0.693147,normal
0,3.7612,0.067659,1.098612,0,0.00995,dos
0,2.302585,0.086178,0.693147,0,0.215111,dos
15.450894,0,0,0,0,0.693147,r2l
5.771441,1.386294,0,0,6.042633,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
0,2.772589,0,0.693147,0,0.693147,normal
5.32301,1.386294,0,0,7.114769,0.693147,normal
0,3.73767,0,1.386294,0,0.693147,probe
9.248599,0,0,0,0,0.693147,normal
0,2.890372,0.058269,0.693147,0,0.086178,dos
5.843544,1.386294,0,0,6.352629,0.693147,normal
0,3.78419,0.058269,1.791759,0,0.10436,dos
0,2.944439,0.04879,0.693147,0,0.076961,dos
5.497168,1.386294,0,0,6.71174,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
2.197225,2.079442,0,0,0,0.693147,probe
0,1.098612,0.693147,1.098612,0,0.029559,probe
4.663439,1.098612,0.512824,0,4.990433,0.512824,normal
0,1.098612,0.04879,0.693147,0,0.067659,dos
6.985642,2.772589,0,0,5.793014,0.693147,normal
0,2.302585,0.04879,0.693147,0,0.019803,dos
0,1.098612,0.067659,0.693147,0,0.019803,dos
0,2.70805,0.058269,0.693147,0,0.00995,dos
6.489205,2.772589,0.693147,0,5.78996,0.405465,normal
0,3.401197,0.058269,0.693147,0,0.067659,dos
5.652489,1.386294,0,0,6.641182,0.693147,normal
5.568345,1.386294,0,0,9.645753,0.693147,normal
5.762051,1.386294,0,0,5.755742,0.693147,normal
3.526361,2.484907,0,0,0,0.693147,normal
0,1.098612,0.693147,1.098612,0,0.405465,probe
0,1.098612,0,1.386294,0,0.693147,probe
3.806662,2.484907,0,0,4.26268,0.693147,normal
5.375278,1.386294,0,0,6.371612,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.029559,dos
5.808142,1.386294,0,0,7.953318,0.693147,normal
6.886532,2.772589,0,0,5.814131,0.693147,normal
5.693732,1.386294,0,0,8.643121,0.693147,normal
0,2.302585,0.058269,0.693147,0,0.09531,dos
0,1.098612,0.058269,1.098612,0,0.067659,dos
5.370638,1.386294,0,0,9.20904,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.029559,dos
3.89182,3.806662,0,0,3.89182,0.693147,normal
5.42495,1.386294,0,0,7.171657,0.693147,normal
0,3.178054,0.067659,0.693147,0,0.076961,dos
4.369448,2.995732,0.09531,0,0,0.336472,normal
0,1.098612,0.067659,0.693147,0,0.00995,dos
0,1.386294,0,1.098612,0,0.693147,normal
0,3.828641,0.058269,0.693147,0,0.067659,dos
0,1.098612,0,1.098612,0,0.693147,probe
0,1.098612,0.693147,1.098612,0,0.405465,probe
5.686975,1.386294,0,0,8.110127,0.693147,normal
0,2.564949,0.04879,0.693147,0,0.00995,dos
5.398163,1.386294,0,0,7.130899,0.693147,normal
0,0.693147,0.693147,1.098612,0,0,probe
5.283204,1.386294,0,0,8.096513,0.693147,normal
0,1.386294,0.058269,0.693147,0,0.04879,dos
5.793014,1.386294,0,0,8.408048,0.693147,normal
0,2.639057,0.067659,1.098612,0,0.00995,dos
5.768321,0,0,0,0,0.693147,normal
6.992096,2.772589,0,0,5.713733,0.693147,normal
5.351858,1.386294,0,0,8.230844,0.693147,normal
0,3.713572,0.058269,0.693147,0,0.139762,dos
0,1.386294,0,1.098612,0,0.693147,normal
5.459586,1.386294,0,0,8.745603,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
10.906708,1.386294,0,0,9.025816,0.693147,dos
5.472271,1.386294,0,0,7.287561,0.693147,normal
0,0,0.09531,0.693147,0,0.215111,dos
0,1.098612,0.058269,0.693147,0,0.039221,dos
5.303305,1.386294,0,0,6.862758,0.693147,normal
5.393628,1.386294,0,0,6.489205,0.693147,normal
5.652489,1.386294,0,0,8.68643,0.693147,normal
0,3.850148,0.067659,0.693147,0,0.058269,dos
5.786897,1.386294,0,0,6.056784,0.693147,normal
0,3.871201,0.067659,0.693147,0,0.04879,dos
3.433987,2.079442,0,0,0,0.693147,normal
5.817111,1.386294,0,0,8.974998,0.693147,normal
3.610918,2.484907,0,0,0,0.693147,normal
0,1.098612,0.076961,0.693147,0,0.019803,dos
3.78419,2.484907,0,0,3.78419,0.693147,normal
0,3.871201,0.058269,0.693147,0,0.067659,dos
0,1.386294,0,1.098612,0,0.693147,normal
0,1.098612,0.131028,0.693147,0,0.285179,dos
0,1.098612,0.058269,0.693147,0,0.122218,dos
5.379897,1.386294,0,0,7.579168,0.693147,normal
0,2.890372,0.04879,0.693147,0,0.058269,dos
3.806662,2.484907,0,0,4.369448,0.693147,normal
5.852202,1.386294,0,0,9.001346,0.693147,normal
6.347389,2.772589,0,0,5.638355,0.693147,normal
5.393628,1.386294,0,0,9.772296,0.693147,normal
4.990433,0.693147,0.693147,0,0,0.285179,normal
0,3.135494,0.058269,0.693147,0,0,dos
0,1.098612,0.04879,0.693147,0,0.029559,dos
0,1.098612,0.067659,0.693147,0,0.058269,dos
0,1.098612,0.058269,0.693147,0,0.10436,dos
0.693147,1.098612,0,1.386294,0,0.693147,probe
0,1.098612,0.10436,0.693147,0,0.173953,dos
2.944439,2.079442,0,0,0,0.693147,probe
0,3.73767,0,0,1.609438,0.693147,normal
5.455321,1.386294,0,0,6.36647,0.693147,normal
0,2.397895,0.04879,0.693147,0,0.067659,dos
5.624018,0,0,0,0,0.693147,normal
3.806662,2.484907,0,0,4.941642,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
7.511525,2.302585,0,0,11.909841,0.693147,normal
5.303305,1.386294,0,0,6.639876,0.693147,normal
3.850148,2.484907,0,0,3.850148,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.067659,dos
0,2.302585,0,0.693147,0,0.693147,dos
5.379897,1.386294,0,0,8.572628,0.693147,normal
0,3.78419,0.058269,1.791759,0,0.067659,dos
5.459586,1.386294,0,0,6.905753,0.693147,normal
5.398163,1.386294,0,0,7.404888,0.693147,normal
0,3.663562,0.058269,0.693147,0,0.019803,dos
4.663439,1.098612,0.254642,0,4.990433,0.131028,normal
0,1.386294,0,1.098612,0,0.693147,normal
0,2.70805,0.058269,0.693147,0,0.058269,dos
0,1.098612,0.058269,0.693147,0,0.00995,dos
0,1.098612,0.058269,0.693147,0,0.029559,dos
5.666427,1.386294,0,0,7.96624,0.693147,normal
0,2.890372,0.067659,1.791759,0,0.029559,dos
0,1.098612,0.067659,0.693147,0,0.019803,dos
0.693147,1.098612,0.157004,0,0,0.076961,probe
3.367296,1.098612,0,0,0,0.693147,dos
5.63479,1.386294,0,0,6.204558,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
5.26269,0,0,0,0,0.693147,normal
4.663439,2.302585,0,0,7.245655,0.693147,normal
0,1.098612,0,1.098612,0,0.693147,probe
7.193686,2.772589,0,0,5.645447,0.693147,normal
6.25575,3.258097,0,0,0,0.693147,dos
0,0,0.086178,0.693147,0,0.086178,dos
5.442418,1.386294,0,0,5.894403,0.693147,normal
3.806662,2.484907,0,0,4.70953,0.693147,normal
5.605802,1.386294,0,0,8.183956,0.693147,normal
5.192957,1.386294,0,0,7.41998,0.693147,normal
6.74876,0,0,0,0,0.693147,normal
5.407172,1.386294,0,0,5.739793,0.693147,normal
5.752573,1.386294,0,0,8.327968,0.693147,normal
0,3.663562,0.058269,1.791759,0,0.067659,dos
5.442418,1.386294,0,0,8.836519,0.693147,normal
0,3.465736,0.076961,0.693147,0,0.029559,dos
0,3.89182,0.058269,0.693147,0,0.00995,dos
6.754604,2.772589,0,0,5.793014,0.693147,normal
5.459586,1.386294,0,0,7.443078,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
3.367296,1.098612,0,0,0,0.693147,dos
0,1.098612,0.058269,0.693147,0,0.04879,dos
5.375278,1.386294,0,0,8.759041,0.693147,normal
3.850148,2.484907,0,0,3.850148,0.693147,normal
4.663439,1.098612,0,0,4.990433,0.693147,normal
0,1.098612,0.039221,0.693147,0,0.14842,dos
0,1.098612,0.10436,0.693147,0,0.378436,dos
0,2.833213,0.058269,0.693147,0,0.04879,dos
5.723585,1.386294,0,0,7.827241,0.693147,normal
0,1.098612,0.076961,1.098612,0,0.157004,dos
5.820083,1.386294,0,0,9.665738,0.693147,normal
0,2.833213,0.058269,0.693147,0,0.00995,dos
0,1.098612,0.067659,0.693147,0,0.058269,dos
4.997212,0.693147,0,0,4.663439,0.693147,normal
5.817111,1.386294,0,0,7.100852,0.693147,normal
0,2.302585,0.04879,0.693147,0,0.207014,dos
5.828946,1.386294,0,0,5.488938,0.693147,normal
5.762051,1.386294,0,0,8.085179,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.14842,dos
10.906708,1.386294,0,0,9.025816,0.693147,dos
0,3.332205,0.067659,0.693147,0,0.00995,dos
3.7612,2.484907,0,0,4.882802,0.693147,normal
6.89467,2.772589,0,0,5.910797,0.693147,normal
0,1.098612,0.076961,0.693147,0,0.019803,dos
5.214936,2.995732,0,0,0,0.693147,normal
0,1.098612,0.067659,1.098612,0,0.029559,dos
6.006353,1.386294,0,0,10.076894,0.693147,normal
0,3.610918,0.04879,0.693147,0,0.086178,dos
6.666957,2.772589,0,0,5.793014,0.693147,normal
5.556828,1.386294,0,0,8.367068,0.693147,normal
0,3.663562,0.058269,0.693147,0,0.039221,dos
2.197225,2.079442,0,0,0,0.693147,probe
5.765191,1.386294,0,0,7.882315,0.693147,normal
0,1.098612,0.067659,1.098612,0,0.00995,dos
0,3.912023,0.058269,0.693147,0,0.086178,dos
0,3.73767,0.058269,0.693147,0,0.019803,dos
5.379897,1.386294,0,0,7.123673,0.693147,normal
0,1.098612,0.41871,1.386294,0,0.076961,probe
5.676754,1.386294,0,0,5.771441,0.693147,normal
5.4161,1.386294,0,0,6.304449,0.693147,normal
0,0,0.688135,1.098612,0,0.00995,probe
0,3.091042,0.067659,0.693147,0,0,dos
2.890372,2.484907,0,0,3.7612,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.10436,dos
3.401197,2.484907,0,0,3.401197,0.693147,normal
4.663439,1.098612,0,0,4.997212,0.693147,normal
3.433987,2.079442,0.223144,0,0,0.076961,normal
5.786897,1.386294,0,0,9.463819,0.693147,normal
0,3.663562,0.058269,0.693147,0,0.131028,dos
0,1.386294,0,1.098612,0,0.693147,normal
2.564949,0,0,0,0,0.693147,normal
5.361292,1.386294,0,0,6.72022,0.693147,normal
5.484797,1.386294,0,0,7.297091,0.693147,normal
5.680173,1.386294,0,0,9.488502,0.693147,normal
5.153292,1.386294,0,0,9.456732,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.04879,dos
5.739793,1.386294,0,0,6.670766,0.693147,normal
3.806662,2.484907,0,0,4.859812,0.693147,normal
4.983607,0.693147,0.512824,0,0,0.285179,normal
