@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-Elog(1+A)-Rlast-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
5.370638,1.386294,0,normal
0,3.332205,0.04879,dos
0,3.367296,0.04879,dos
0,3.401197,0.058269,dos
3.850148,2.484907,0.00995,normal
6.618739,0,0,normal
0,3.433987,0.058269,dos
2.197225,2.079442,0,probe
0,3.465736,0.067659,dos
5.799093,1.386294,0,normal
2.302585,0,0,normal
3.850148,2.484907,0,normal
7.477038,0,0,normal
0,1.609438,0.058269,dos
0.693147,0.693147,0,probe
2.197225,2.397895,0,normal
5.587249,1.386294,0,normal
5.505332,0,0.512824,normal
5.690359,1.386294,0,normal
0,3.295837,0.10436,dos
5.433722,1.386294,0,normal
6.940222,3.258097,0,dos
0,3.496508,0.058269,dos
0,1.098612,0.067659,dos
0,3.465736,0.04879,dos
0,1.386294,0,normal
0,0.693147,0.667829,probe
0.693147,0.693147,0.086178,probe
0,3.526361,0.058269,dos
3.433987,3.258097,0,normal
7.639642,2.772589,0,normal
2.995732,0,0,normal
6.495266,2.772589,0,normal
3.367296,1.098612,0.058269,dos
0,0,0.131028,dos
0,1.098612,0.067659,dos
0,1.098612,0.058269,dos
6.981006,2.772589,0,normal
5.411646,1.386294,0,normal
5.860786,3.135494,0,r2l
5.455321,1.386294,0,normal
0,1.098612,0.067659,dos
0,3.555348,0.058269,dos
5.308268,1.386294,0,normal
5.605802,1.386294,0,normal
9.576163,0,0,normal
5.429346,1.386294,0,normal
0,1.098612,0.41871,probe
5.420535,1.386294,0,normal
5.17615,1.386294,0,normal
0,3.583519,0.058269,dos
5.429346,1.386294,0,normal
6.75227,2.772589,0,normal
6.851185,2.772589,0,normal
6.861711,2.772589,0.693147,normal
0,2.639057,0.058269,dos
5.117994,1.386294,0,normal
5.726848,1.386294,0,normal
0,1.94591,0.04879,dos
0,1.098612,0.693147,probe
7.300473,3.258097,0,dos
0,3.526361,0.04879,dos
5.749393,1.386294,0,normal
0,3.610918,0.04879,dos
0,3.637586,0.058269,dos
5.655992,1.386294,0,normal
5.42495,1.386294,0,normal
5.549076,1.386294,0,normal
8.227108,2.772589,0,normal
5.4161,1.386294,0,normal
0,3.663562,0.067659,dos
6.725034,0,0,r2l
0,2.397895,0.058269,dos
2.197225,2.079442,0,probe
5.308268,1.386294,0,normal
5.655992,1.386294,0,normal
0,3.688879,0.04879,dos
8.912339,0,0,normal
5.293305,1.386294,0,normal
7.745436,2.772589,0,normal
5.805135,1.386294,0,normal
4.189655,2.995732,0.198851,normal
3.367296,1.098612,0,dos
3.828641,2.484907,0,normal
0,3.135494,0.058269,dos
0,3.044522,0.067659,dos
0,3.688879,0.067659,dos
2.302585,2.397895,0,normal
5.648974,1.386294,0,normal
5.402677,1.386294,0,normal
2.944439,2.079442,0,probe
0,3.332205,0.058269,dos
0,2.302585,0.122218,dos
0,0,0.058269,dos
5.713733,1.386294,0,normal
0,1.098612,0.086178,dos
2.197225,2.079442,0,probe
0,1.098612,0.058269,dos
5.874931,1.386294,0,normal
2.197225,2.079442,0,probe
4.672829,2.302585,0,normal
5.659482,1.386294,0,normal
0.693147,0.693147,0,probe
0,3.713572,0,probe
6.940222,3.258097,0,dos
5.129899,1.386294,0,normal
5.476464,1.386294,0,normal
0,1.098612,0,probe
5.676754,1.386294,0,normal
0,3.332205,0.04879,dos
6.620073,2.772589,0,normal
5.293305,1.386294,0,normal
0,2.197225,0.058269,dos
5.123964,1.386294,0,normal
5.488938,1.386294,0,normal
5.823046,1.386294,0,normal
6.593045,2.772589,0,normal
2.197225,2.079442,0,probe
0,2.833213,0.058269,dos
5.407172,1.386294,0,normal
0,3.044522,0.058269,dos
0,1.386294,0,normal
3.850148,2.484907,0,normal
5.509388,1.386294,0,normal
5.407172,1.386294,0,normal
0,3.332205,0.04879,dos
0,1.098612,0.058269,dos
5.63479,2.302585,0,normal
5.42495,1.386294,0,normal
5.703782,1.386294,0,normal
0,1.386294,0.254642,dos
2.564949,0,0,normal
5.641907,1.386294,0,normal
0,3.178054,0.04879,dos
3.7612,2.484907,0,normal
0,3.135494,0.058269,dos
0,3.73767,0.067659,dos
5.575949,1.386294,0,normal
0.693147,1.098612,0,probe
0,3.135494,0,normal
0,1.098612,0.058269,dos
0,3.713572,0.067659,dos
5.648974,1.386294,0,normal
5.087596,1.386294,0,normal
5.356586,1.386294,0,normal
5.308268,1.386294,0,normal
2.197225,2.079442,0,probe
4.997212,0.693147,0.512824,normal
0,1.098612,0.04879,dos
6.342121,0,0,normal
0,3.7612,0.067659,dos
0,2.302585,0.086178,dos
15.450894,0,0,r2l
5.771441,1.386294,0,normal
2.197225,2.079442,0,probe
0,2.772589,0,normal
5.32301,1.386294,0,normal
0,3.73767,0,probe
9.248599,0,0,normal
0,2.890372,0.058269,dos
5.843544,1.386294,0,normal
0,3.78419,0.058269,dos
0,2.944439,0.04879,dos
5.497168,1.386294,0,normal
6.940222,3.258097,0,dos
2.197225,2.079442,0,probe
0,1.098612,0.693147,probe
4.663439,1.098612,0.512824,normal
0,1.098612,0.04879,dos
6.985642,2.772589,0,normal
0,2.302585,0.04879,dos
0,1.098612,0.067659,dos
0,2.70805,0.058269,dos
6.489205,2.772589,0.693147,normal
0,3.401197,0.058269,dos
5.652489,1.386294,0,normal
5.568345,1.386294,0,normal
5.762051,1.386294,0,normal
3.526361,2.484907,0,normal
0,1.098612,0.693147,probe
0,1.098612,0,probe
3.806662,2.484907,0,normal
5.375278,1.386294,0,normal
0,1.098612,0.067659,dos
5.808142,1.386294,0,normal
6.886532,2.772589,0,normal
5.693732,1.386294,0,normal
0,2.302585,0.058269,dos
0,1.098612,0.058269,dos
5.370638,1.386294,0,normal
0,1.098612,0.067659,dos
3.89182,3.806662,0,normal
5.42495,1.386294,0,normal
0,3.178054,0.067659,dos
4.369448,2.995732,0.09531,normal
0,1.098612,0.067659,dos
0,1.386294,0,normal
0,3.828641,0.058269,dos
0,1.098612,0,probe
0,1.098612,0.693147,probe
5.686975,1.386294,0,normal
0,2.564949,0.04879,dos
5.398163,1.386294,0,normal
0,0.693147,0.693147,probe
5.283204,1.386294,0,normal
0,1.386294,0.058269,dos
5.793014,1.386294,0,normal
0,2.639057,0.067659,dos
5.768321,0,0,normal
6.992096,2.772589,0,normal
5.351858,1.386294,0,normal
0,3.713572,0.058269,dos
0,1.386294,0,normal
5.459586,1.386294,0,normal
2.197225,2.079442,0,probe
10.906708,1.386294,0,dos
5.472271,1.386294,0,normal
0,0,0.09531,dos
0,1.098612,0.058269,dos
5.303305,1.386294,0,normal
5.393628,1.386294,0,normal
5.652489,1.386294,0,normal
0,3.850148,0.067659,dos
5.786897,1.386294,0,normal
0,3.871201,0.067659,dos
3.433987,2.079442,0,normal
5.817111,1.386294,0,normal
3.610918,2.484907,0,normal
0,1.098612,0.076961,dos
3.78419,2.484907,0,normal
0,3.871201,0.058269,dos
0,1.386294,0,normal
0,1.098612,0.131028,dos
0,1.098612,0.058269,dos
5.379897,1.386294,0,normal
0,2.890372,0.04879,dos
3.806662,2.484907,0,normal
5.852202,1.386294,0,normal
6.347389,2.772589,0,normal
5.393628,1.386294,0,normal
4.990433,0.693147,0.693147,normal
0,3.135494,0.058269,dos
0,1.098612,0.04879,dos
0,1.098612,0.067659,dos
0,1.098612,0.058269,dos
0.693147,1.098612,0,probe
0,1.098612,0.10436,dos
2.944439,2.079442,0,probe
0,3.73767,0,normal
5.455321,1.386294,0,normal
0,2.397895,0.04879,dos
5.624018,0,0,normal
3.806662,2.484907,0,normal
2.197225,2.079442,0,probe
7.511525,2.302585,0,normal
5.303305,1.386294,0,normal
3.850148,2.484907,0,normal
0,1.098612,0.04879,dos
0,2.302585,0,dos
5.379897,1.386294,0,normal
0,3.78419,0.058269,dos
5.459586,1.386294,0,normal
5.398163,1.386294,0,normal
0,3.663562,0.058269,dos
4.663439,1.098612,0.254642,normal
0,1.386294,0,normal
0,2.70805,0.058269,dos
0,1.098612,0.058269,dos
0,1.098612,0.058269,dos
5.666427,1.386294,0,normal
0,2.890372,0.067659,dos
0,1.098612,0.067659,dos
0.693147,1.098612,0.157004,probe
3.367296,1.098612,0,dos
5.63479,1.386294,0,normal
6.940222,3.258097,0,dos
5.26269,0,0,normal
4.663439,2.302585,0,normal
0,1.098612,0,probe
7.193686,2.772589,0,normal
6.25575,3.258097,0,dos
0,0,0.086178,dos
5.442418,1.386294,0,normal
3.806662,2.484907,0,normal
5.605802,1.386294,0,normal
5.192957,1.386294,0,normal
6.74876,0,0,normal
5.407172,1.386294,0,normal
5.752573,1.386294,0,normal
0,3.663562,0.058269,dos
5.442418,1.386294,0,normal
0,3.465736,0.076961,dos
0,3.89182,0.058269,dos
6.754604,2.772589,0,normal
5.459586,1.386294,0,normal
6.940222,3.258097,0,dos
3.367296,1.098612,0,dos
0,1.098612,0.058269,dos
5.375278,1.386294,0,normal
3.850148,2.484907,0,normal
4.663439,1.098612,0,normal
0,1.098612,0.039221,dos
0,1.098612,0.10436,dos
0,2.833213,0.058269,dos
5.723585,1.386294,0,normal
0,1.098612,0.076961,dos
5.820083,1.386294,0,normal
0,2.833213,0.058269,dos
0,1.098612,0.067659,dos
4.997212,0.693147,0,normal
5.817111,1.386294,0,normal
0,2.302585,0.04879,dos
5.828946,1.386294,0,normal
5.762051,1.386294,0,normal
0,1.098612,0.058269,dos
10.906708,1.386294,0,dos
0,3.332205,0.067659,dos
3.7612,2.484907,0,normal
6.89467,2.772589,0,normal
0,1.098612,0.076961,dos
5.214936,2.995732,0,normal
0,1.098612,0.067659,dos
6.006353,1.386294,0,normal
0,3.610918,0.04879,dos
6.666957,2.772589,0,normal
5.556828,1.386294,0,normal
0,3.663562,0.058269,dos
2.197225,2.079442,0,probe
5.765191,1.386294,0,normal
0,1.098612,0.067659,dos
0,3.912023,0.058269,dos
0,3.73767,0.058269,dos
5.379897,1.386294,0,normal
0,1.098612,0.41871,probe
5.676754,1.386294,0,normal
5.4161,1.386294,0,normal
0,0,0.688135,probe
0,3.091042,0.067659,dos
2.890372,2.484907,0,normal
0,1.098612,0.058269,dos
3.401197,2.484907,0,normal
4.663439,1.098612,0,normal
3.433987,2.079442,0.223144,normal
5.786897,1.386294,0,normal
0,3.663562,0.058269,dos
0,1.386294,0,normal
2.564949,0,0,normal
5.361292,1.386294,0,normal
5.484797,1.386294,0,normal
5.680173,1.386294,0,normal
5.153292,1.386294,0,normal
0,1.098612,0.058269,dos
5.739793,1.386294,0,normal
3.806662,2.484907,0,normal
4.983607,0.693147,0.512824,normal
7.12206,3.135494,0,r2l
2.197225,2.079442,0,probe
3.828641,2.484907,0,normal
0,1.098612,0.693147,probe
7.3473,2.772589,0,normal
7.177019,2.772589,0,normal
5.877736,1.386294,0,normal
5.899897,1.386294,0,normal
5.805135,1.386294,0,normal
3.433987,2.079442,0.693147,normal
0,1.098612,0.058269,dos
0,3.78419,0.058269,dos
5.513429,1.386294,0,normal
5.70711,1.386294,0,normal
0,2.197225,0.058269,dos
5.874931,1.386294,0,normal
0,2.397895,0.058269,dos
5.758902,1.386294,0,normal
3.806662,2.484907,0,normal
7.285507,3.135494,0,normal
0,2.639057,0.04879,dos
4.990433,0.693147,0.405465,normal
0,1.098612,0,probe
0,2.70805,0.058269,dos
0.693147,1.098612,0,probe
0,2.302585,0.04879,dos
0,3.496508,0.058269,dos
4.990433,0.693147,0.470004,normal
0,1.098612,0.139762,dos
9.532061,2.772589,0,normal
0,2.397895,0.04879,dos
6.81564,2.772589,0.693147,normal
0,2.772589,0,dos
5.638355,1.386294,0,normal
0,3.931826,0.067659,dos
0,1.098612,0.04879,dos
3.73767,2.484907,0,normal
2.397895,2.397895,0,normal
5.743003,1.386294,0,normal
5.641907,1.386294,0,normal
5.697093,1.386294,0,normal
0,3.218876,0.067659,dos
3.78419,2.484907,0.00995,normal
0,2.397895,0.058269,dos
5.814131,0,0,r2l
2.197225,2.079442,0,probe
5.375278,1.386294,0,normal
0,2.70805,0.223144,dos
0,1.386294,0,normal
6.248043,0.693147,0,normal
0,1.098612,0,probe
0,3.178054,0.058269,dos
0,1.098612,0.058269,dos
0,3.73767,0.067659,dos
3.806662,2.484907,0.512824,normal
0,3.73767,0.058269,dos
6.517671,2.772589,0,normal
5.814131,1.386294,0,normal
0,1.098612,0.067659,dos
0,1.098612,0.058269,dos
5.32301,1.386294,0,normal
6.25575,3.258097,0,dos
0,2.70805,0.058269,dos
5.26269,1.386294,0,normal
2.944439,2.079442,0,probe
0,2.890372,0.058269,dos
0,2.944439,0.04879,dos
0,3.135494,0.058269,dos
5.549076,1.386294,0,normal
4.174387,2.079442,0,normal
3.850148,2.484907,0,normal
0,1.098612,0.067659,dos
5.398163,1.386294,0,normal
3.73767,2.484907,0,normal
5.517453,1.386294,0,normal
7.131699,3.135494,0,r2l
0,3.465736,0.058269,dos
3.806662,2.484907,0,normal
5.347108,2.302585,0,normal
8.681351,0.693147,0.270027,normal
2.197225,2.079442,0,probe
5.624018,1.386294,0,normal
5.446737,1.386294,0,normal
0,1.386294,0.058269,dos
5.746203,1.386294,0,normal
0.693147,1.609438,0,probe
0,3.828641,0.04879,dos
3.401197,2.484907,0.693147,normal
9.490998,0,0,normal
0,0,0.058269,dos
2.197225,2.397895,0,normal
0,3.951244,0.04879,dos
3.806662,2.484907,0.00995,normal
0,1.098612,0.076961,dos
0,1.098612,0.058269,dos
5.783825,1.386294,0,normal
0,1.098612,0.058269,dos
2.944439,2.079442,0,probe
5.874931,1.386294,0,normal
0.693147,0.693147,0,probe
0,1.098612,0.058269,dos
10.906708,1.386294,0,dos
5.327876,1.386294,0,normal
0,1.94591,0.067659,dos
5.786897,1.386294,0,normal
0,3.367296,0.067659,dos
5.451038,1.386294,0,normal
6.787845,2.772589,0,normal
5.768321,1.386294,0,normal
0,2.564949,0.04879,dos
0,1.098612,0,probe
4.997212,1.386294,0,normal
7.280697,2.772589,0,normal
10.906708,1.386294,0,dos
5.463832,1.386294,0,normal
0,1.098612,0,probe
0,1.098612,0.41211,probe
5.703782,1.386294,0,normal
0,1.098612,0.058269,dos
0,3.688879,0.039221,dos
0,3.7612,0.04879,dos
0,1.098612,0.067659,dos
5.472271,1.386294,0,normal
0,2.890372,0.058269,dos
4.990433,0.693147,0,normal
0,2.833213,0.693147,probe
4.990433,0.693147,0.512824,normal
5.313206,1.386294,0,normal
0,3.555348,0.058269,dos
5.950643,0,0.512824,normal
5.846439,1.386294,0,normal
5.631212,1.386294,0,normal
0,3.091042,0.058269,dos
5.283204,1.386294,0,normal
0,3.583519,0,dos
5.627621,1.386294,0,normal
5.31812,1.386294,0,normal
0,1.098612,0,probe
4.997212,0.693147,0,normal
0,2.397895,0.04879,dos
0,3.135494,0.058269,dos
0,3.89182,0.076961,dos
0,1.098612,0.076961,dos
5.908083,1.386294,0,normal
0,3.912023,0.34359,probe
5.55296,1.386294,0,normal
2.197225,2.079442,0,probe
3.806662,2.484907,0.019803,normal
4.859812,2.484907,0,normal
5.541264,1.386294,0,normal
5.420535,1.386294,0,normal
6.654153,2.772589,0,normal
5.752573,1.386294,0,normal
0,2.564949,0.04879,dos
6.265301,2.772589,0,normal
0,0.693147,0.693147,probe
0.693147,0.693147,0.09531,probe
5.365976,1.386294,0,normal
5.252273,1.386294,0,normal
0,1.098612,0.058269,dos
3.367296,1.098612,0,dos
0,3.526361,0.058269,dos
6.973543,3.135494,0,normal
4.844187,2.484907,0.00995,normal
5.811141,1.386294,0,normal
0,1.94591,0.04879,dos
8.410053,0,0,normal
0,3.218876,0.058269,dos
10.906708,1.386294,0,dos
5.480639,1.386294,0,normal
0,1.386294,0,normal
7.138073,2.772589,0,normal
0,2.302585,0,dos
0,1.098612,0.067659,dos
0,1.386294,0,normal
3.7612,2.484907,0,normal
5.4161,1.386294,0,normal
5.446737,1.386294,0,normal
4.997212,0.693147,0,normal
3.806662,2.484907,0,normal
5.214936,2.995732,0.693147,normal
0,3.044522,0.067659,dos
0,1.098612,0.067659,dos
4.836282,2.302585,0,r2l
2.639057,3.044522,0,normal
5.455321,1.386294,0,normal
3.433987,2.079442,0.693147,normal
0,3.850148,0.067659,dos
5.631212,1.386294,0,normal
0,1.098612,0.693147,probe
0,3.496508,0.058269,dos
5.472271,1.386294,0,normal
5.710427,1.386294,0,normal
5.509388,1.386294,0,normal
5.442418,1.386294,0,normal
3.850148,2.484907,0.00995,normal
4.997212,0.693147,0,normal
0,1.098612,0.285179,dos
6.464588,0,0,normal
3.367296,1.098612,0,dos
0,1.098612,0.058269,dos
4.418841,3.951244,0,normal
0,1.098612,0.04879,dos
0,1.098612,0.693147,probe
0,1.098612,0.067659,dos
3.850148,2.484907,0,normal
0,1.098612,0.067659,dos
0,1.098612,0.058269,dos
5.932245,1.386294,0,normal
0,1.098612,0.04879,dos
4.663439,1.098612,0,normal
5.814131,0,0,r2l
0,3.091042,0.04879,dos
3.433987,2.079442,0.405465,normal
6.960348,2.772589,0,normal
3.850148,2.484907,0,normal
3.828641,2.484907,0.00995,normal
7.339538,2.772589,0,normal
0,1.098612,0.067659,dos
0,2.833213,0.067659,dos
5.883322,1.386294,0,normal
3.806662,2.484907,0,normal
5.645447,1.386294,0,normal
5.780744,1.386294,0,normal
4.663439,1.098612,0,normal
5.389072,1.386294,0,normal
0,3.970292,0.076961,dos
0,1.098612,0.04879,dos
5.799093,1.386294,0,normal
6.670766,2.772589,0,normal
5.743003,1.386294,0,normal
0,1.098612,0.04879,dos
0,2.890372,0.058269,dos
3.583519,3.988984,0,normal
6.940222,3.258097,0,dos
0,1.098612,0.076961,dos
0,3.332205,0.058269,dos
4.094345,0,0,normal
0,2.890372,0.058269,dos
5.42495,1.386294,0,normal
5.31812,1.386294,0,normal
7.841886,2.772589,0,normal
6.940222,3.258097,0,dos
5.793014,1.386294,0,normal
0,4.007333,0.067659,dos
0,1.791759,0.058269,dos
0,1.386294,0,normal
0,3.465736,0.058269,dos
0,2.944439,0.04879,dos
10.906708,1.386294,0,dos
0,1.098612,0,probe
0,3.295837,0.067659,dos
3.367296,1.098612,0,dos
2.197225,2.079442,0,probe
0,0,0.076961,dos
0,3.912023,0.04879,dos
6.638568,2.772589,0,normal
0,3.526361,0.058269,dos
5.7301,1.386294,0,normal
0,3.091042,0.058269,dos
0,3.135494,0.058269,dos
5.46806,1.386294,0,normal
5.509388,0,0,r2l
0,2.70805,0.04879,dos
0,3.828641,0.067659,dos
0,3.044522,0.058269,dos
5.70711,1.386294,0,normal
5.541264,1.386294,0,normal
4.997212,0.693147,0,normal
0,1.098612,0.067659,dos
0.693147,0.693147,0,probe
5.814131,0,0,r2l
0,1.098612,0.431782,probe
7.108244,3.135494,0,normal
0,3.7612,0.058269,dos
2.197225,2.079442,0,probe
5.703782,1.386294,0,normal
7.536364,0,0,normal
7.171657,2.772589,0,normal
0.693147,1.098612,0,probe
3.78419,2.484907,0,normal
6.940222,3.258097,0,dos
0,2.302585,0.058269,dos
5.802118,1.386294,0,normal
0,0,0.04879,dos
5.713733,1.386294,0,normal
0,3.78419,0.058269,dos
0,3.610918,0.067659,dos
0,2.397895,0.058269,dos
0,3.970292,0.122218,dos
0,3.555348,0.285179,dos
5.652489,1.386294,0,normal
0,3.7612,0.058269,dos
2.564949,0,0,normal
5.476464,1.386294,0,normal
7.085901,2.772589,0,normal
8.795128,0.693147,0.322083,normal
2.564949,0,0,normal
7.281386,2.772589,0,normal
14.601519,0,0,normal
0,1.098612,0.058269,dos
0,2.70805,0.41871,probe
0,3.526361,0.067659,dos
5.484797,1.386294,0,normal
0,1.098612,0.067659,dos
3.7612,2.484907,0,normal
0,3.871201,0.058269,dos
5.820083,1.386294,0,normal
9.344609,2.772589,0,normal
0,0,0.157004,dos
5.278115,1.386294,0,normal
6.248043,0.693147,0,normal
5.659482,1.386294,0,normal
0,3.295837,0.058269,dos
5.375278,1.386294,0,normal
5.283204,1.386294,0,normal
6.583409,2.772589,0,normal
0,1.098612,0.693147,probe
0,1.791759,0.058269,dos
5.370638,1.386294,0,normal
0,1.098612,0.067659,dos
5.451038,1.386294,0,normal
5.4161,1.386294,0,normal
2.197225,2.079442,0,probe
5.26269,0,0,normal
5.686975,1.386294,0,normal
0,1.098612,0.693147,probe
5.365976,1.386294,0,normal
0,1.098612,0.058269,dos
4.663439,1.098612,0,normal
0,0,0.067659,dos
5.717028,1.386294,0,normal
0,3.7612,0.067659,dos
3.806662,2.484907,0,normal
4.304065,2.484907,0,normal
5.288267,4.025352,0.693147,normal
0,1.098612,0,probe
5.493061,1.386294,0,normal
0,3.931826,0.058269,dos
5.733341,1.386294,0,normal
0,3.496508,0.058269,dos
0,1.098612,0.058269,dos
5.676754,1.386294,0,normal
0,2.302585,0.067659,dos
7.900266,2.772589,0,normal
0.693147,1.098612,0,probe
0,3.78419,0.058269,dos
0,3.871201,0.067659,dos
5.303305,1.386294,0,normal
0,3.526361,0.067659,dos
0,2.197225,0.058269,dos
2.197225,2.397895,0,normal
6.940222,3.258097,0,dos
3.367296,1.098612,0,dos
0,1.386294,0.067659,dos
5.834811,1.386294,0,normal
2.197225,2.397895,0,normal
0,1.098612,0.067659,dos
0,3.583519,0.04879,dos
7.302496,2.772589,0,normal
3.850148,2.484907,0,normal
7.794411,1.386294,0,normal
3.610918,2.484907,0,normal
5.351858,1.386294,0,normal
0,3.871201,0.058269,dos
0,3.178054,0.285179,dos
5.141664,1.386294,0,normal
0,3.465736,0.122218,dos
2.197225,2.079442,0,probe
0,3.178054,0.058269,dos
0,3.496508,0.058269,dos
0,1.098612,0.058269,dos
0,1.386294,0.058269,dos
5.598422,1.386294,0,normal
5.755742,1.386294,0,normal
0,3.295837,0.058269,dos
0,3.178054,0.067659,dos
0,1.098612,0.086178,dos
0,1.098612,0,probe
5.379897,1.386294,0,normal
0,1.386294,0,normal
0,1.098612,0,probe
5.463832,1.386294,0,normal
6.504288,2.772589,0,normal
7.057037,2.772589,0,normal
2.197225,2.079442,0,probe
7.17012,2.772589,0,normal
0,3.496508,0.058269,dos
0,1.098612,0.067659,dos
6.568078,2.772589,0,normal
6.940222,3.258097,0,dos
2.197225,2.079442,0,probe
0,1.098612,0,probe
0,2.890372,0.058269,dos
0,1.098612,0.693147,probe
3.7612,2.484907,0,normal
0,1.098612,0.431782,probe
4.997212,0.693147,0,normal
0,1.386294,0,normal
